班级,姓名,选科,语文,数学,英语,科目
3,葛丽华,政治,110,94,109,119
3,李佳,化学,117,87,100,89
3,杜想,化学,106,90,101,107
3,陈淑兰,化学,104,87,104,112
3,梁冬梅,生物,118,102,102,79
3,焦玉珍,化学,131,100,111,114
3,戴伟,政治,126,87,103,114
3,王玉,地理,108,94,112,105
3,任玉梅,地理,110,92,101,101
3,戴杨,物理,109,98,103,83
3,慕阳,物理,104,95,120,84
3,韩芳,历史,127,82,111,108
3,章玉梅,生物,116,86,114,92
3,张丽华,政治,75,98,114,143
3,钟玉梅,物理,99,87,107,81
3,张建军,化学,123,110,109,93
3,郝丽娟,地理,120,92,112,94
3,田桂芳,历史,103,86,100,113
3,张飞,地理,82,98,117,106
3,钟志强,生物,92,101,108,86
3,郑阳,物理,109,82,87,76
3,胡杰,生物,112,79,108,77
3,高玉英,物理,95,101,113,89
3,吕晶,历史,98,101,105,107
3,梁桂芝,政治,111,103,103,114
3,田璐,历史,90,106,105,116
3,耿瑞,物理,94,107,110,79
3,张淑英,化学,90,83,99,109
3,蒋秀芳,历史,115,93,104,117
3,张荣,物理,99,88,106,72
3,吴红梅,政治,103,90,104,122
3,杨玉华,生物,131,111,112,87
3,罗雪梅,化学,91,107,110,109
3,朱雪,历史,103,91,116,114
3,萧杰,历史,117,97,112,102
3,姜桂花,化学,114,93,108,120
3,夏丽丽,物理,96,105,114,87
3,马萍,物理,90,89,106,87
3,张建华,生物,100,93,113,80
3,陆俊,生物,78,93,106,90
3,孟华,地理,122,87,100,87
3,曲玲,化学,106,73,109,105
3,张兰英,物理,89,94,108,79
3,孙瑜,生物,118,102,96,80
3,郝萍,政治,92,89,110,101
3,吴欢,政治,111,85,105,147
3,魏博,生物,124,73,105,72
3,蔡玲,化学,114,83,102,120
3,高秀兰,生物,99,89,99,90
3,翁红梅,化学,126,77,97,111
3,李超,物理,118,114,100,75
3,李梅,政治,105,86,110,130
3,黄凤兰,政治,111,96,100,139
3,徐桂珍,政治,97,81,114,114
3,张洋,化学,124,103,108,95
3,王凤兰,生物,104,110,112,81
3,陈秀梅,化学,116,108,104,118
3,魏想,地理,95,113,99,77
3,李兵,历史,95,77,108,130
3,喻宁,化学,97,86,106,109
3,张倩,历史,91,109,95,120
3,杨桂荣,化学,92,98,111,98
3,宋秀梅,地理,113,83,118,85
3,白坤,生物,108,100,95,84
3,屈小红,生物,109,99,93,88
3,吕成,政治,122,87,95,83
3,潘颖,政治,104,94,99,133
4,沈亮,生物,121,95,101,79
4,黄杨,化学,110,86,102,102
4,刘磊,化学,110,84,108,75
4,马宇,历史,98,92,100,110
4,武桂荣,物理,98,103,117,79
4,田帆,物理,104,83,97,76
4,宋帅,地理,105,100,114,87
4,王帆,历史,120,79,105,113
4,李凤兰,化学,97,103,110,109
4,龙秀荣,化学,139,115,94,105
4,徐涛,化学,89,95,105,102
4,吴建,地理,101,106,93,116
4,王淑兰,地理,102,91,109,92
4,孙丹,物理,108,83,110,68
4,胡莉,化学,77,91,99,105
4,赵兰英,生物,122,96,97,92
4,赵彬,物理,108,90,106,78
4,董彬,化学,114,85,109,109
4,王浩,生物,100,90,109,71
4,洪峰,生物,109,82,109,75
4,张强,化学,110,88,104,117
4,黄宁,化学,91,76,116,96
4,李琴,化学,106,106,115,103
4,廖涛,化学,90,93,104,109
4,张磊,生物,104,103,114,85
4,杨兰英,历史,101,87,97,126
4,陈平,化学,106,97,106,109
4,刘晶,物理,132,77,122,92
4,赵云,生物,107,120,104,84
4,陆晨,化学,114,111,105,109
4,郭秀珍,物理,117,86,105,93
4,蔡柳,政治,91,86,101,114
4,夏晨,地理,118,112,121,76
4,龙雪梅,化学,88,84,107,111
4,宁秀云,物理,110,96,108,84
4,黄勇,物理,78,82,107,78
4,卢飞,地理,118,92,106,87
4,魏凯,地理,122,98,112,83
4,冯秀兰,化学,106,88,114,98
4,王兰英,生物,97,96,102,87
4,张旭,化学,103,92,101,111
4,刘凯,化学,95,88,105,112
4,吴龙,地理,120,83,108,84
4,房娟,地理,128,70,93,92
4,杨霞,历史,111,101,116,119
4,程佳,物理,109,69,104,88
4,孙桂珍,物理,117,111,102,74
4,郑建,化学,121,95,106,88
4,左云,地理,106,97,102,91
4,李秀云,历史,105,73,103,111
4,林桂兰,地理,119,101,122,96
4,季秀云,物理,114,116,98,77
4,黄建,生物,107,96,117,82
4,卢林,化学,104,100,114,104
4,崔博,历史,113,90,102,108
4,赖萍,化学,91,107,113,117
4,萧丹丹,化学,121,75,98,118
4,杨建华,生物,90,94,113,86
4,曾玉兰,化学,108,84,105,105
4,许秀兰,生物,110,89,104,80
4,李秀芳,化学,108,100,92,115
4,吴淑兰,化学,106,81,95,117
4,何伟,化学,114,103,113,95
4,刘冬梅,化学,76,85,108,117
4,孙平,历史,86,78,102,118
4,王利,化学,110,68,105,96
4,何阳,地理,114,96,98,64
4,何淑兰,地理,97,87,120,59
4,施建国,历史,96,78,99,109
4,李娟,化学,86,90,106,124
4,张建,历史,101,96,104,98
4,傅兰英,地理,120,100,102,93
4,纪梅,生物,113,111,104,90
4,杨辉,政治,108,95,97,122
4,崔淑珍,政治,97,81,98,105
4,李丽丽,地理,126,83,104,103
4,李岩,化学,78,93,101,109
4,王华,历史,115,99,114,112
4,陶彬,物理,85,88,117,86
4,吴利,生物,94,100,106,79
4,陈亮,生物,112,101,110,87
4,刘燕,历史,99,102,90,112
4,白桂珍,化学,112,79,106,104
4,杨建,生物,99,64,112,83
4,康建国,政治,95,78,99,109
4,张海燕,化学,120,98,97,104
4,彭秀芳,物理,121,82,104,80
4,朱丽娟,生物,104,90,113,74
4,王霞,历史,95,68,104,90
4,梁丽华,政治,120,91,108,96
5,李旭,生物,111,90,109,79
5,田飞,地理,87,97,99,111
5,叶颖,生物,116,86,99,92
5,廖红梅,物理,116,104,95,87
5,彭桂兰,化学,98,74,116,112
5,马凯,生物,100,101,113,76
5,傅想,生物,118,95,97,87
5,韦娟,历史,101,88,101,95
5,翟杨,生物,120,86,99,80
5,连丽丽,政治,112,95,112,110
5,陈桂英,生物,96,79,109,94
5,林梅,历史,97,89,110,98
5,李红梅,物理,141,99,108,79
5,唐淑兰,化学,119,94,111,107
5,孟雷,化学,89,84,111,96
5,关斌,物理,126,97,117,76
5,桑波,化学,101,92,93,107
5,管玲,生物,84,92,111,75
5,康平,地理,94,93,105,77
5,甘晶,生物,111,77,97,82
5,欧萍,生物,131,96,96,79
5,胡娟,物理,139,99,108,83
5,刘淑华,生物,121,95,105,79
5,萧秀云,生物,103,78,95,93
5,孙志强,化学,125,91,109,124
5,海颖,化学,98,91,112,102
5,刘桂珍,生物,120,84,104,86
5,侯娟,生物,82,89,106,79
5,吴红,地理,114,86,104,100
5,杜亮,生物,113,87,105,83
5,谭鑫,地理,131,95,104,92
5,林桂英,化学,110,100,100,103
5,傅倩,化学,101,80,104,108
5,林婷,物理,106,104,103,75
5,董丹丹,历史,93,90,101,104
5,何亮,历史,122,80,101,122
5,朱想,政治,96,81,97,109
5,王建,政治,95,85,99,130
5,李桂芝,历史,115,110,104,120
5,汪瑞,物理,113,111,107,84
5,张雷,地理,109,91,103,86
5,谢杨,化学,126,113,116,110
5,高军,物理,120,92,113,75
5,田婷,历史,105,89,119,111
5,高洁,地理,112,103,112,70
5,鲁瑞,历史,83,94,91,91
5,张敏,历史,114,94,96,107
5,钟辉,化学,98,90,102,106
5,何艳,生物,110,93,112,86
5,杨博,物理,118,115,113,82
5,赵柳,历史,124,100,109,109
5,杨宁,地理,98,87,99,98
5,朱彬,地理,102,99,110,64
5,叶秀华,政治,114,103,105,110
5,毛红霞,化学,91,83,97,118
5,张婷,化学,125,98,118,109
5,罗洋,地理,79,96,101,84
5,罗建华,历史,111,106,109,97
5,奚凤英,历史,92,98,97,121
5,赵敏,物理,116,77,98,77
5,蔡博,物理,92,105,112,76
5,何金凤,化学,97,96,102,108
5,马莹,化学,96,83,98,105
5,马倩,历史,84,83,108,123
5,朱超,地理,119,102,102,77
5,李阳,化学,101,87,113,116
5,杨波,历史,95,117,102,116
5,陈小红,化学,105,91,99,117
5,左娟,物理,95,87,103,81
5,张秀梅,化学,83,87,97,102
5,叶平,物理,112,88,100,77
5,杨荣,化学,95,84,105,113
5,乐洋,生物,127,95,113,76
5,杨瑞,政治,106,106,108,122
5,盛帆,物理,84,103,108,79
5,杨明,化学,92,105,109,94
5,邓建华,化学,99,65,105,111
5,周玉兰,化学,106,73,108,120
5,王杰,生物,105,97,103,81
5,吴鹏,生物,113,85,104,87
5,李玉英,地理,104,78,110,82
6,徐红,历史,108,81,100,108
6,卢英,政治,89,104,96,126
6,王玉梅,化学,117,74,110,118
6,路丹,化学,116,111,108,103
6,刘玉珍,物理,94,98,102,66
6,窦畅,化学,130,91,94,126
6,汤秀芳,地理,124,107,95,66
6,孔桂芝,化学,116,83,117,109
6,江莉,政治,116,111,100,111
6,李丽,化学,115,71,97,112
6,李平,历史,88,75,107,93
6,孟红霞,生物,122,79,123,79
6,温玉梅,生物,114,93,112,75
6,沈欣,生物,102,96,116,66
6,罗坤,化学,100,89,103,99
6,薛英,政治,106,100,118,119
6,冯玲,历史,84,100,108,101
6,李雪,化学,135,88,96,100
6,王洁,地理,107,111,106,57
6,甘健,历史,103,86,113,102
6,杨红霞,地理,120,91,108,97
6,陆涛,生物,121,99,102,94
6,杨红梅,历史,95,99,108,118
6,国丽华,政治,113,83,119,122
6,雷红霞,生物,104,83,119,75
6,陈荣,化学,93,110,89,106
6,江鑫,生物,132,105,113,84
6,吴莹,历史,96,95,99,115
6,齐峰,政治,108,87,108,136
6,申成,化学,119,75,107,106
6,白雪,生物,102,88,94,80
6,蒋玉英,生物,100,85,95,85
6,余淑珍,物理,122,100,102,85
6,黎玉,物理,104,104,112,89
6,王玉兰,化学,102,95,102,100
6,李磊,物理,103,101,99,72
6,王平,生物,114,94,115,86
6,周彬,物理,107,110,113,83
6,马桂英,生物,108,99,110,75
6,杨英,生物,107,97,106,81
6,楚超,化学,97,83,98,117
6,李敏,物理,95,97,104,76
6,杜海燕,物理,105,106,103,81
6,张丹丹,生物,138,98,107,96
6,张玉,地理,94,74,101,64
6,赵俊,化学,105,99,106,114
6,张桂芝,化学,115,110,103,110
6,李帆,物理,120,99,108,86
6,曹旭,地理,108,116,107,75
6,杜丽华,历史,122,78,104,116
6,程强,政治,97,110,101,123
6,郭畅,物理,108,86,107,70
6,王凯,地理,108,88,96,100
6,陈杰,生物,92,103,107,74
6,路玉华,生物,90,109,103,79
6,林建,生物,99,110,103,75
6,段畅,化学,84,78,113,119
6,罗文,物理,79,76,98,75
6,曹丽娟,地理,122,77,110,74
6,王梅,化学,94,71,113,93
6,万楠,化学,92,84,97,99
6,孙倩,化学,132,104,106,95
6,沈涛,生物,104,102,109,74
6,朱辉,物理,98,85,111,80
6,石兵,化学,103,88,121,105
6,程桂珍,化学,113,86,109,114
6,韩柳,化学,124,86,103,120
6,韦刚,政治,87,84,122,103
6,莫红梅,历史,112,100,108,111
6,雷丹,地理,102,99,117,84
6,周明,历史,101,73,110,102
6,刘兵,历史,125,102,107,106
6,宋博,物理,103,73,112,80
6,王军,物理,92,107,113,74
6,李浩,化学,88,70,110,110
6,袁强,化学,99,80,100,108
6,吉桂芝,化学,83,79,100,119
6,焦淑珍,物理,110,102,110,81
6,洪璐,地理,118,92,112,103
6,韩海燕,生物,119,96,106,87
6,张颖,生物,107,111,95,90
6,江波,化学,112,104,101,117
6,邵平,政治,113,102,101,110
7,王莉,生物,104,104,107,72
7,吴涛,生物,85,94,109,80
7,安海燕,生物,105,99,105,79
7,吕雪,物理,102,81,109,76
7,唐秀芳,政治,110,107,110,132
7,王桂芝,政治,104,81,97,119
7,黄文,化学,133,120,110,93
7,陈桂香,化学,104,90,115,111
7,黄敏,物理,99,96,108,76
7,辛慧,化学,101,102,110,107
7,杨婷婷,生物,118,98,104,74
7,贾健,化学,107,87,109,93
7,陈丹丹,历史,110,87,99,121
7,刘秀荣,生物,108,85,111,82
7,杨小红,生物,86,92,104,92
7,罗成,地理,79,91,121,87
7,张畅,生物,119,86,112,73
7,卢桂芝,历史,103,98,101,99
7,沈秀芳,化学,104,105,120,105
7,支桂珍,生物,100,78,107,84
7,杨丽娟,生物,109,98,98,70
7,梁霞,生物,90,79,96,62
7,褚晶,生物,107,106,100,81
7,王秀芳,化学,120,73,102,97
7,郑利,历史,111,90,108,120
7,刘建军,化学,95,110,98,109
7,韩慧,生物,118,90,108,86
7,孙欢,地理,114,91,104,94
7,刘春梅,化学,109,99,89,113
7,孟凤兰,化学,116,77,93,118
7,吴平,化学,113,107,98,96
7,杨文,化学,109,97,106,105
7,康华,化学,99,91,109,92
7,范波,历史,87,94,110,113
7,郭超,物理,105,90,102,89
7,潘杰,地理,106,94,110,78
7,杨雪,化学,114,78,120,104
7,田磊,化学,97,116,110,102
7,徐利,化学,114,103,97,86
7,杨丹,地理,114,99,101,85
7,杨晨,历史,91,103,112,100
7,张明,化学,90,116,103,113
7,艾俊,政治,120,126,95,109
7,武杰,地理,94,83,93,101
7,冯峰,历史,102,87,114,121
7,关淑兰,物理,98,90,109,75
7,胡玉,化学,117,96,99,102
7,萧海燕,物理,102,89,104,75
7,王桂荣,政治,87,84,100,125
7,赵伟,地理,107,105,104,99
7,刘浩,生物,104,101,101,77
7,杨楠,地理,98,82,102,89
7,武刚,政治,108,93,102,107
7,董秀梅,历史,92,102,103,102
7,金阳,历史,84,103,95,87
7,陆凤英,地理,74,92,101,79
7,谷莹,物理,109,99,108,78
7,宋伟,历史,114,99,117,126
7,彭桂英,地理,112,84,103,78
7,马亮,历史,93,88,97,104
7,郝丹丹,政治,97,106,109,107
7,刘淑英,化学,120,92,106,113
7,孟刚,地理,121,81,110,109
7,杨桂兰,政治,105,98,99,123
7,李亮,政治,88,113,107,125
7,周鹏,化学,102,102,114,99
7,谢浩,化学,83,94,100,107
7,曹秀云,生物,96,84,100,89
7,陈成,历史,94,92,96,109
7,陈淑珍,物理,103,84,106,91
7,邓瑞,生物,103,81,106,79
7,计玉梅,地理,104,85,104,97
7,何彬,化学,110,99,101,100
7,史成,政治,113,75,98,109
7,康红,生物,126,79,103,71
7,王岩,生物,117,93,97,65
7,段玉英,化学,95,81,106,137
7,黎淑英,历史,106,80,98,109
7,杨桂珍,历史,112,76,106,102
7,罗林,生物,106,104,110,84
7,劳桂芝,历史,110,84,92,103
7,吕玉,历史,99,121,112,108
7,陈玉华,生物,131,97,115,69
7,李桂芳,地理,84,103,102,86
7,贾雪,生物,119,98,105,98
7,赵凤兰,生物,111,105,110,94
7,李丹,历史,92,105,115,110
7,黄鑫,历史,102,86,101,104
7,黄秀梅,历史,96,107,108,109
7,杨洋,化学,112,116,103,105
7,蒋玉梅,生物,115,94,107,73
7,李明,化学,114,85,103,113
7,万艳,地理,117,69,95,83
7,崔丽娟,物理,105,72,101,81
7,陈欣,化学,86,90,107,123
7,张龙,政治,100,85,104,112
8,卢璐,历史,79,85,103,116
8,佘玉梅,历史,113,95,110,100
8,杨佳,化学,121,117,95,119
8,杨想,地理,105,77,98,82
8,王敏,物理,88,85,112,92
8,王想,物理,110,80,100,80
8,黄斌,化学,86,93,114,113
8,黄利,化学,114,75,103,108
8,张杨,地理,122,80,93,88
8,包健,化学,94,101,88,107
8,杨利,历史,98,87,99,113
8,朱鹏,政治,116,98,107,136
8,孙坤,地理,105,92,105,85
8,王博,生物,87,102,104,81
8,卢桂芳,地理,116,80,103,64
8,蒋雪,政治,98,72,104,123
8,李芳,历史,112,92,99,86
8,高兵,历史,102,93,104,107
8,林玉珍,化学,83,95,106,99
8,张帅,地理,129,98,95,53
8,朱秀梅,地理,93,91,110,82
8,郑婷,物理,113,97,108,91
8,仝慧,生物,92,104,104,82
8,王辉,生物,88,79,110,94
8,庞海燕,物理,120,90,115,87
8,叶丽娟,地理,116,103,104,93
8,郑柳,历史,82,86,104,147
8,胡燕,地理,114,95,115,102
8,李成,化学,113,70,113,111
8,张林,历史,103,102,110,98
8,赵雪梅,历史,106,90,100,102
8,梁玲,历史,110,82,117,107
8,覃平,地理,122,96,121,87
8,高建军,历史,95,117,104,112
8,姚娜,化学,129,88,112,104
8,唐帆,物理,87,89,104,72
8,司建军,化学,134,84,117,111
8,施雪,地理,93,85,101,77
8,姚雷,物理,113,87,111,67
8,符玉珍,生物,76,99,99,76
8,赵丽娟,物理,144,85,114,88
8,刘晨,生物,69,91,112,84
8,余畅,物理,95,118,116,94
8,任建平,化学,126,82,104,94
8,冯磊,地理,101,87,107,72
8,周浩,生物,116,92,106,85
8,郝秀华,历史,121,86,114,118
8,张桂香,物理,103,81,111,92
8,李英,物理,118,103,101,87
8,陈秀华,地理,91,80,98,87
8,刘霞,历史,93,97,96,118
8,安建军,生物,120,117,108,89
8,卢想,物理,130,82,114,85
8,张玉华,生物,94,104,111,75
8,夏岩,政治,111,79,99,122
8,陈楠,地理,120,98,113,97
8,钟颖,物理,100,80,115,80
8,张欣,化学,107,84,115,101
8,李凤英,化学,109,99,98,104
8,余桂芳,物理,105,106,103,73
8,韩坤,地理,120,82,110,100
8,杨亮,物理,124,115,118,91
8,方秀梅,化学,109,97,95,95
8,黎想,化学,104,97,100,104
8,苟淑华,历史,111,84,100,99
8,丁帅,化学,109,97,111,96
8,吴俊,政治,104,86,110,104
8,鲁欣,历史,99,115,113,107
8,严秀云,地理,108,79,98,91
8,李小红,历史,113,94,98,116
8,王桂芳,地理,92,123,114,73
8,高莉,生物,111,102,110,87
8,严琳,化学,123,95,119,113
8,易颖,化学,132,90,99,105
8,刘静,化学,91,85,106,123
8,刘娜,化学,129,74,90,104
8,钟刚,生物,104,94,111,67
8,李东,物理,121,90,108,86
8,狄琳,化学,102,95,107,108
8,伍建军,地理,97,94,109,83
8,邹鑫,化学,125,100,105,106
8,章婷婷,历史,113,118,113,122
8,李建军,生物,85,91,104,75
8,陈玲,化学,110,84,112,103
8,何成,物理,104,100,110,75
8,封军,政治,112,86,101,140
8,邓瑜,生物,127,87,108,85
8,陈慧,地理,107,96,115,71
9,李洁,物理,119,83,110,76
9,王宁,历史,97,92,96,113
9,雷芳,化学,90,89,106,91
9,商建华,地理,124,91,97,98
9,曹博,化学,86,74,110,103
9,傅磊,地理,96,60,107,67
9,廖俊,生物,91,106,113,84
9,周建平,政治,94,80,105,106
9,白丽,化学,105,90,102,106
9,丁斌,地理,108,75,102,81
9,潘荣,历史,102,111,102,115
9,马娜,历史,119,83,112,105
9,王欢,生物,113,102,109,87
9,陶丽,化学,99,84,99,109
9,艾雪梅,化学,107,89,103,104
9,王明,政治,104,83,102,110
9,马婷,生物,95,102,111,92
9,尹峰,物理,105,87,102,93
9,吴慧,政治,97,97,99,124
9,谭芳,生物,130,101,110,85
9,林鑫,物理,97,79,101,78
9,孙晨,地理,98,101,106,71
9,夏淑兰,化学,101,98,106,104
9,刘颖,化学,112,106,103,126
9,刘斌,历史,105,70,112,117
9,杨凤英,政治,96,98,110,113
9,龚建华,物理,112,101,107,65
9,李云,生物,112,86,96,78
9,罗华,地理,116,104,115,72
9,梁辉,政治,103,96,107,148
9,苑利,生物,102,100,104,89
9,谭杰,化学,111,95,108,109
9,刘超,政治,99,66,100,91
9,叶丽丽,历史,123,77,105,98
9,裴秀荣,政治,95,93,115,126
9,马坤,物理,134,95,99,90
9,丁燕,生物,104,102,108,80
9,许杨,生物,111,72,104,76
9,鲁桂芳,物理,125,75,106,81
9,陈雪梅,生物,112,93,111,67
9,黄平,生物,126,84,106,86
9,张桂花,政治,113,90,103,120
9,许涛,生物,98,97,113,76
9,陈晨,物理,112,101,111,71
9,李想,生物,97,98,106,80
9,张想,政治,125,103,98,105
9,兰晨,物理,121,92,114,82
9,刘桂英,物理,106,97,102,64
9,赵秀珍,化学,107,101,105,113
9,高娟,历史,101,84,106,101
9,何春梅,物理,119,90,94,87
9,管楠,化学,113,118,117,106
9,曾宇,物理,125,82,107,81
9,熊阳,历史,98,87,107,101
9,孙晶,物理,122,93,114,72
9,彭桂珍,政治,89,83,99,111
9,刘俊,历史,99,99,114,106
9,孙桂芳,物理,112,105,106,84
9,周建国,历史,100,92,104,103
9,谢桂兰,政治,112,83,107,97
9,徐燕,化学,98,110,113,102
9,赵玉兰,生物,93,108,101,85
9,王慧,政治,120,102,109,109
9,钟桂荣,地理,108,106,99,82
9,朱瑞,化学,109,94,102,110
9,詹海燕,化学,105,104,96,103
9,冯文,化学,149,87,104,110
9,郭涛,政治,85,84,114,135
9,连春梅,化学,104,87,94,116
10,萧丽娟,地理,91,103,100,92
10,孔英,化学,133,104,109,103
10,林东,化学,107,91,111,103
10,刘鹏,化学,98,90,111,105
10,杨秀珍,历史,121,96,86,123
10,谭金凤,化学,118,107,99,93
10,李强,政治,106,105,97,108
10,陈峰,历史,93,85,103,100
10,方淑兰,生物,115,99,106,86
10,赵波,政治,115,89,101,120
10,李宇,化学,107,75,107,93
10,耿勇,化学,108,92,99,117
10,江丹丹,化学,106,100,99,102
10,倪秀兰,化学,87,107,106,114
10,何荣,化学,93,104,105,121
10,张宇,历史,112,100,104,122
10,温坤,生物,108,84,111,85
10,张博,政治,129,100,110,127
10,林帆,物理,106,85,109,76
10,万志强,生物,100,114,106,100
10,杨玉,生物,101,88,104,91
10,查云,化学,85,101,107,116
10,李金凤,地理,110,93,111,80
10,杨杨,化学,98,91,115,104
10,王丹丹,化学,117,101,99,105
10,陈金凤,化学,117,81,107,116
