班级,姓名,选科,语文,数学,英语,科目
3,蔡玲,化学,127,92,93,85
3,高秀兰,生物,122,94,109,93
3,翁红梅,化学,96,89,114,87
3,李超,物理,119,103,116,104
3,李梅,政治,102,115,108,98
3,黄凤兰,政治,108,77,117,106
3,徐桂珍,政治,92,110,111,92
3,张洋,化学,93,100,91,104
3,王凤兰,生物,129,107,77,86
3,陈秀梅,化学,95,121,98,78
3,魏想,地理,126,131,127,110
3,李兵,历史,125,104,115,101
3,喻宁,化学,110,97,104,98
3,张倩,历史,117,121,113,97
3,杨桂荣,化学,119,95,102,92
3,宋秀梅,地理,121,87,87,102
3,白坤,生物,120,88,101,75
3,屈小红,生物,91,93,111,89
3,吕成,政治,94,92,110,113
3,潘颖,政治,112,99,122,80
4,沈亮,生物,121,117,91,53
4,黄杨,化学,97,132,112,73
4,刘磊,化学,117,108,108,72
4,马宇,历史,101,83,97,102
4,武桂荣,物理,86,87,118,95
4,田帆,物理,116,136,105,102
4,宋帅,地理,120,101,112,102
4,王帆,历史,112,100,81,76
4,李凤兰,化学,103,109,82,93
4,龙秀荣,化学,113,115,104,90
4,徐涛,化学,108,130,122,72
4,吴建,地理,109,91,94,111
4,王淑兰,地理,128,97,109,107
4,孙丹,物理,120,99,91,108
4,胡莉,化学,120,108,102,109
4,赵兰英,生物,101,101,107,85
4,赵彬,物理,109,82,87,113
4,董彬,化学,110,120,113,93
4,王浩,生物,120,102,92,71
4,洪峰,生物,108,119,103,77
4,张强,化学,101,105,135,92
4,黄宁,化学,117,108,111,83
4,李琴,化学,115,121,123,96
4,廖涛,化学,131,105,88,91
4,张磊,生物,108,104,99,86
4,杨兰英,历史,102,71,128,72
4,陈平,化学,106,116,107,85
4,刘晶,物理,127,94,105,110
4,赵云,生物,129,115,113,97
4,陆晨,化学,93,96,113,84
4,郭秀珍,物理,118,101,94,101
4,蔡柳,政治,87,124,110,90
4,夏晨,地理,107,115,96,114
4,龙雪梅,化学,103,78,114,79
4,宁秀云,物理,140,76,92,110
4,黄勇,物理,110,105,108,101
4,卢飞,地理,128,106,103,113
4,魏凯,地理,93,104,108,103
4,冯秀兰,化学,112,80,95,85
4,王兰英,生物,99,102,111,83
4,张旭,化学,78,107,97,100
4,刘凯,化学,119,83,133,75
4,吴龙,地理,110,97,116,92
4,房娟,地理,105,117,115,107
4,杨霞,历史,99,104,108,76
4,程佳,物理,110,100,114,93
4,孙桂珍,物理,77,113,112,106
4,郑建,化学,118,118,93,96
4,左云,地理,115,110,91,122
4,李秀云,历史,110,107,104,95
4,林桂兰,地理,102,109,113,106
4,季秀云,物理,112,129,126,106
4,黄建,生物,110,122,101,68
4,卢林,化学,104,106,105,87
4,崔博,历史,109,111,116,101
4,赖萍,化学,110,91,118,85
4,萧丹丹,化学,92,107,117,85
4,杨建华,生物,107,100,104,100
4,曾玉兰,化学,104,112,132,77
4,许秀兰,生物,104,101,94,94
4,李秀芳,化学,145,73,100,79
4,吴淑兰,化学,88,94,106,87
4,何伟,化学,109,94,107,86
4,刘冬梅,化学,119,86,103,71
4,孙平,历史,142,114,126,82
4,王利,化学,103,72,104,75
4,何阳,地理,130,97,115,111
4,何淑兰,地理,77,85,98,105
4,施建国,历史,104,100,102,119
4,李娟,化学,111,106,102,85
4,张建,历史,122,139,104,90
4,傅兰英,地理,86,122,98,98
4,纪梅,生物,104,105,116,86
4,杨辉,政治,131,107,116,122
4,崔淑珍,政治,105,99,98,125
4,李丽丽,地理,110,104,113,106
4,李岩,化学,132,103,106,64
4,王华,历史,112,83,95,74
4,陶彬,物理,118,95,113,104
4,吴利,生物,119,101,102,85
4,陈亮,生物,93,89,116,77
4,刘燕,历史,97,130,109,78
4,白桂珍,化学,131,97,118,83
4,杨建,生物,112,72,117,98
4,康建国,政治,120,80,99,106
4,张海燕,化学,117,124,129,84
4,彭秀芳,物理,133,100,126,104
4,朱丽娟,生物,122,74,97,85
4,王霞,历史,101,97,105,102
4,梁丽华,政治,102,113,125,119
5,李旭,生物,117,109,111,81
5,田飞,地理,93,95,130,99
5,叶颖,生物,125,83,114,103
5,廖红梅,物理,114,85,94,98
5,彭桂兰,化学,97,95,122,79
5,马凯,生物,108,113,109,93
5,傅想,生物,117,103,105,78
5,韦娟,历史,105,82,104,91
5,翟杨,生物,130,122,82,82
5,连丽丽,政治,136,103,102,117
5,陈桂英,生物,88,91,110,94
5,林梅,历史,93,80,92,81
5,李红梅,物理,109,78,112,97
5,唐淑兰,化学,93,101,90,85
5,孟雷,化学,102,98,93,70
5,关斌,物理,81,95,136,99
5,桑波,化学,110,117,99,80
5,管玲,生物,95,93,111,85
5,康平,地理,114,113,93,111
5,甘晶,生物,125,100,117,96
5,欧萍,生物,102,120,116,76
5,胡娟,物理,124,72,107,103
5,刘淑华,生物,122,123,97,76
5,萧秀云,生物,108,113,76,95
5,孙志强,化学,114,118,118,94
5,海颖,化学,113,99,117,98
5,刘桂珍,生物,113,91,101,83
5,侯娟,生物,114,89,104,94
5,吴红,地理,120,113,97,108
5,杜亮,生物,105,91,100,105
5,谭鑫,地理,110,84,101,92
5,林桂英,化学,83,127,97,89
5,傅倩,化学,102,89,94,88
5,林婷,物理,114,73,86,101
5,董丹丹,历史,111,92,104,111
5,何亮,历史,99,96,115,94
5,朱想,政治,120,76,103,114
5,王建,政治,93,115,100,126
5,李桂芝,历史,120,115,94,94
5,汪瑞,物理,107,128,105,111
5,张雷,地理,105,115,95,103
5,谢杨,化学,114,77,107,85
5,高军,物理,111,132,96,100
5,田婷,历史,123,95,96,77
5,高洁,地理,114,100,100,98
5,鲁瑞,历史,94,111,118,90
5,张敏,历史,113,120,114,93
5,钟辉,化学,93,85,118,85
5,何艳,生物,102,88,102,80
5,杨博,物理,109,95,104,108
5,赵柳,历史,97,118,133,104
5,杨宁,地理,101,123,113,83
5,朱彬,地理,85,94,105,107
5,叶秀华,政治,108,118,112,96
5,毛红霞,化学,113,106,108,82
5,张婷,化学,118,81,103,97
5,罗洋,地理,106,108,108,109
5,罗建华,历史,105,122,88,123
5,奚凤英,历史,114,105,108,105
5,赵敏,物理,109,100,113,97
5,蔡博,物理,85,128,102,107
5,何金凤,化学,113,83,97,86
5,马莹,化学,91,107,108,90
5,马倩,历史,107,109,87,84
5,朱超,地理,113,97,111,89
5,李阳,化学,103,105,108,89
5,杨波,历史,87,103,110,104
5,陈小红,化学,118,110,116,88
5,左娟,物理,123,119,103,98
5,张秀梅,化学,93,112,106,91
5,叶平,物理,113,120,81,109
5,杨荣,化学,108,111,132,71
5,乐洋,生物,85,103,89,90
5,杨瑞,政治,87,76,113,102
5,盛帆,物理,99,110,113,105
5,杨明,化学,95,89,107,94
5,邓建华,化学,114,102,92,90
5,周玉兰,化学,95,105,119,82
5,王杰,生物,118,85,91,103
5,吴鹏,生物,92,103,98,84
5,李玉英,地理,128,116,124,98
6,徐红,历史,114,103,101,98
6,卢英,政治,119,119,103,112
6,王玉梅,化学,111,101,82,81
6,路丹,化学,116,118,109,75
6,刘玉珍,物理,115,87,95,103
6,窦畅,化学,104,105,102,103
6,汤秀芳,地理,113,76,101,101
6,孔桂芝,化学,125,100,124,92
6,江莉,政治,98,92,90,122
6,李丽,化学,110,101,111,73
6,李平,历史,91,118,110,86
6,孟红霞,生物,110,68,99,83
6,温玉梅,生物,102,115,106,81
6,沈欣,生物,115,101,134,91
6,罗坤,化学,120,123,125,79
6,薛英,政治,95,91,101,122
6,冯玲,历史,116,106,82,74
6,李雪,化学,92,105,113,90
6,王洁,地理,125,96,98,120
6,甘健,历史,117,101,96,113
6,杨红霞,地理,90,87,122,109
6,陆涛,生物,75,114,126,88
6,杨红梅,历史,120,104,116,107
6,国丽华,政治,113,85,88,120
6,雷红霞,生物,134,104,113,99
6,陈荣,化学,101,91,116,83
6,江鑫,生物,116,75,109,75
6,吴莹,历史,136,108,106,99
6,齐峰,政治,113,93,113,80
6,申成,化学,107,81,120,82
6,白雪,生物,130,94,96,92
6,蒋玉英,生物,124,93,124,104
6,余淑珍,物理,101,97,109,96
6,黎玉,物理,107,99,102,106
6,王玉兰,化学,87,106,114,88
6,李磊,物理,106,119,102,106
6,王平,生物,130,111,113,119
6,周彬,物理,121,82,81,107
6,马桂英,生物,110,116,107,92
6,杨英,生物,101,101,106,96
6,楚超,化学,114,122,103,75
6,李敏,物理,115,112,100,113
6,杜海燕,物理,88,108,122,110
6,张丹丹,生物,101,114,121,86
6,张玉,地理,106,75,114,112
6,赵俊,化学,128,88,108,93
6,张桂芝,化学,105,102,102,88
6,李帆,物理,92,81,110,98
6,曹旭,地理,119,89,114,90
6,杜丽华,历史,113,122,98,109
6,程强,政治,97,111,89,114
6,郭畅,物理,116,127,96,120
6,王凯,地理,136,73,104,99
6,陈杰,生物,131,106,109,81
6,路玉华,生物,128,95,116,83
6,林建,生物,101,116,90,119
6,段畅,化学,104,105,110,84
6,罗文,物理,112,104,89,107
6,曹丽娟,地理,106,66,130,96
6,王梅,化学,98,105,132,79
6,万楠,化学,108,111,99,98
6,孙倩,化学,108,87,106,80
6,沈涛,生物,103,70,112,99
6,朱辉,物理,105,113,102,108
6,石兵,化学,111,87,116,81
6,程桂珍,化学,103,94,106,93
6,韩柳,化学,112,114,111,91
6,韦刚,政治,95,88,114,129
6,莫红梅,历史,115,97,104,93
6,雷丹,地理,114,105,107,99
6,周明,历史,121,99,94,90
6,刘兵,历史,100,78,123,99
6,宋博,物理,112,123,106,104
6,王军,物理,101,113,105,109
6,李浩,化学,135,113,104,87
6,袁强,化学,89,128,96,90
6,吉桂芝,化学,108,100,110,84
6,焦淑珍,物理,111,112,120,111
6,洪璐,地理,99,132,117,99
6,韩海燕,生物,109,97,98,83
6,张颖,生物,120,105,118,103
6,江波,化学,126,94,96,86
6,邵平,政治,135,112,96,125
7,王莉,生物,108,106,93,101
7,吴涛,生物,101,107,100,101
7,安海燕,生物,79,82,113,69
7,吕雪,物理,117,117,112,101
7,唐秀芳,政治,122,106,100,100
7,王桂芝,政治,111,112,96,111
7,黄文,化学,116,108,112,91
7,陈桂香,化学,127,104,129,76
7,黄敏,物理,93,86,108,101
7,辛慧,化学,99,87,135,73
7,杨婷婷,生物,123,103,91,94
7,贾健,化学,115,98,129,82
7,陈丹丹,历史,108,117,100,67
7,刘秀荣,生物,122,94,106,59
7,杨小红,生物,88,99,119,76
7,罗成,地理,109,109,98,101
7,张畅,生物,92,103,99,93
7,卢桂芝,历史,117,97,92,97
7,沈秀芳,化学,122,95,121,77
7,支桂珍,生物,103,94,99,101
7,杨丽娟,生物,103,107,110,90
7,梁霞,生物,108,98,107,80
7,褚晶,生物,114,93,127,110
7,王秀芳,化学,97,103,116,82
7,郑利,历史,114,96,118,85
7,刘建军,化学,120,110,109,100
7,韩慧,生物,120,107,90,80
7,孙欢,地理,101,93,94,126
7,刘春梅,化学,122,87,121,87
7,孟凤兰,化学,113,94,128,93
7,吴平,化学,106,88,108,80
7,杨文,化学,115,98,111,80
7,康华,化学,97,67,115,82
7,范波,历史,125,115,105,127
7,郭超,物理,116,104,102,99
7,潘杰,地理,105,112,137,100
7,杨雪,化学,123,117,108,65
7,田磊,化学,86,91,118,69
7,徐利,化学,112,111,108,82
7,杨丹,地理,115,97,102,113
7,杨晨,历史,110,114,90,119
7,张明,化学,115,130,97,86
7,艾俊,政治,117,125,94,107
7,武杰,地理,108,104,101,115
7,冯峰,历史,117,113,108,78
7,关淑兰,物理,119,125,85,87
7,胡玉,化学,130,58,98,75
7,萧海燕,物理,100,111,90,94
7,王桂荣,政治,88,104,99,116
7,赵伟,地理,106,103,106,102
7,刘浩,生物,112,99,112,81
7,杨楠,地理,103,111,113,102
7,武刚,政治,123,116,110,101
7,董秀梅,历史,110,80,95,75
7,金阳,历史,134,134,109,84
7,陆凤英,地理,120,104,100,86
7,谷莹,物理,110,105,120,109
7,宋伟,历史,99,112,108,76
7,彭桂英,地理,117,122,87,109
7,马亮,历史,98,103,105,120
7,郝丹丹,政治,115,86,103,99
7,刘淑英,化学,96,98,104,83
7,孟刚,地理,93,139,128,112
7,杨桂兰,政治,109,112,83,109
7,李亮,政治,101,96,99,91
7,周鹏,化学,113,63,119,81
7,谢浩,化学,83,84,126,94
7,曹秀云,生物,114,104,113,91
7,陈成,历史,88,106,84,88
7,陈淑珍,物理,79,115,122,103
7,邓瑞,生物,112,108,126,85
7,计玉梅,地理,98,81,117,122
7,何彬,化学,119,92,112,84
7,史成,政治,103,99,120,116
7,康红,生物,105,99,92,82
7,王岩,生物,115,80,91,89
7,段玉英,化学,116,89,112,83
7,黎淑英,历史,101,101,96,74
7,杨桂珍,历史,111,83,132,94
7,罗林,生物,111,81,91,101
7,劳桂芝,历史,108,78,129,97
7,吕玉,历史,110,143,113,92
7,陈玉华,生物,109,114,121,74
7,李桂芳,地理,119,94,114,110
7,贾雪,生物,106,94,122,101
7,赵凤兰,生物,102,118,119,90
7,李丹,历史,94,103,115,65
7,黄鑫,历史,100,86,109,90
7,黄秀梅,历史,115,90,106,102
7,杨洋,化学,78,100,88,81
7,蒋玉梅,生物,97,93,106,92
7,李明,化学,83,109,114,96
7,万艳,地理,109,103,110,106
7,崔丽娟,物理,130,101,116,99
7,陈欣,化学,115,94,120,81
7,张龙,政治,110,88,135,110
8,卢璐,历史,88,114,126,86
8,佘玉梅,历史,136,111,84,81
8,杨佳,化学,100,92,94,74
8,杨想,地理,92,87,112,107
8,王敏,物理,106,112,105,97
8,王想,物理,132,77,126,108
8,黄斌,化学,126,87,112,70
8,黄利,化学,105,102,124,68
8,张杨,地理,86,87,96,102
8,包健,化学,121,119,104,56
8,杨利,历史,82,114,102,104
8,朱鹏,政治,103,110,90,111
8,孙坤,地理,115,103,109,110
8,王博,生物,93,114,106,86
8,卢桂芳,地理,95,87,115,106
8,蒋雪,政治,128,104,95,112
8,李芳,历史,102,113,88,89
8,高兵,历史,107,123,119,98
8,林玉珍,化学,123,122,108,81
8,张帅,地理,106,89,121,111
8,朱秀梅,地理,115,103,119,103
8,郑婷,物理,98,85,93,100
8,仝慧,生物,101,129,111,72
8,王辉,生物,115,72,79,93
8,庞海燕,物理,99,77,111,103
8,叶丽娟,地理,68,77,111,105
8,郑柳,历史,122,95,73,92
8,胡燕,地理,103,118,129,113
8,李成,化学,99,103,98,82
8,张林,历史,121,95,111,88
8,赵雪梅,历史,104,127,93,125
8,梁玲,历史,92,118,98,93
8,覃平,地理,111,72,91,114
8,高建军,历史,116,130,103,86
8,姚娜,化学,131,91,120,92
8,唐帆,物理,109,94,95,124
8,司建军,化学,137,88,112,70
8,施雪,地理,93,121,78,91
8,姚雷,物理,125,89,123,103
8,符玉珍,生物,107,93,128,74
8,赵丽娟,物理,108,81,106,109
8,刘晨,生物,108,84,94,88
8,余畅,物理,92,97,82,109
8,任建平,化学,122,85,144,101
8,冯磊,地理,95,142,117,91
8,周浩,生物,120,82,136,70
8,郝秀华,历史,115,94,96,113
8,张桂香,物理,104,112,100,111
8,李英,物理,120,136,92,107
8,陈秀华,地理,88,106,100,132
8,刘霞,历史,121,93,91,81
8,安建军,生物,129,108,91,58
8,卢想,物理,111,104,85,109
8,张玉华,生物,123,91,121,61
8,夏岩,政治,95,92,105,111
8,陈楠,地理,111,119,117,98
8,钟颖,物理,142,91,102,90
8,张欣,化学,106,98,102,67
8,李凤英,化学,114,125,97,75
8,余桂芳,物理,112,96,101,114
8,韩坤,地理,104,86,122,128
8,杨亮,物理,103,91,121,99
8,方秀梅,化学,124,113,106,102
8,黎想,化学,121,116,121,93
8,苟淑华,历史,106,107,89,80
8,丁帅,化学,99,94,120,63
8,吴俊,政治,113,68,99,120
8,鲁欣,历史,128,99,104,120
8,严秀云,地理,110,106,106,105
8,李小红,历史,88,103,87,84
8,王桂芳,地理,125,84,92,109
8,高莉,生物,91,105,124,81
8,严琳,化学,96,76,101,74
8,易颖,化学,121,95,130,73
8,刘静,化学,104,107,83,74
8,刘娜,化学,100,136,97,58
8,钟刚,生物,107,118,97,108
8,李东,物理,131,125,106,109
8,狄琳,化学,109,94,109,98
8,伍建军,地理,77,99,114,104
8,邹鑫,化学,104,104,115,80
8,章婷婷,历史,115,93,111,84
8,李建军,生物,108,104,114,68
8,陈玲,化学,128,102,121,84
8,何成,物理,113,106,128,100
8,封军,政治,99,96,90,102
8,邓瑜,生物,127,86,102,66
8,陈慧,地理,124,86,102,120
9,李洁,物理,111,105,113,109
9,王宁,历史,96,92,109,107
9,雷芳,化学,116,84,104,85
9,商建华,地理,120,114,99,114
9,曹博,化学,93,103,114,83
9,傅磊,地理,129,109,118,108
9,廖俊,生物,105,98,105,90
9,周建平,政治,112,101,103,107
9,白丽,化学,100,121,102,86
9,丁斌,地理,128,98,109,95
9,潘荣,历史,108,104,122,102
9,马娜,历史,83,93,135,86
9,王欢,生物,79,84,104,95
9,陶丽,化学,103,95,119,78
9,艾雪梅,化学,119,95,106,94
9,王明,政治,105,117,130,117
9,马婷,生物,111,72,117,91
9,尹峰,物理,104,94,107,104
9,吴慧,政治,117,113,131,116
9,谭芳,生物,131,97,104,100
9,林鑫,物理,119,85,87,117
9,孙晨,地理,106,105,116,135
9,夏淑兰,化学,69,97,102,88
9,刘颖,化学,101,86,124,75
9,刘斌,历史,83,106,127,77
9,杨凤英,政治,118,104,104,122
9,龚建华,物理,104,96,89,108
9,李云,生物,85,101,92,103
9,罗华,地理,94,68,118,99
9,梁辉,政治,81,92,99,113
9,苑利,生物,98,93,89,83
9,谭杰,化学,86,103,109,82
9,刘超,政治,104,85,108,129
9,叶丽丽,历史,110,91,110,92
9,裴秀荣,政治,119,97,107,101
9,马坤,物理,116,82,101,109
9,丁燕,生物,111,120,117,103
9,许杨,生物,113,112,97,115
9,鲁桂芳,物理,108,66,126,104
9,陈雪梅,生物,107,86,112,103
9,黄平,生物,108,76,113,109
9,张桂花,政治,99,102,95,122
9,许涛,生物,91,102,109,97
9,陈晨,物理,117,123,99,99
9,李想,生物,89,123,94,80
9,张想,政治,109,86,111,111
9,兰晨,物理,110,81,109,109
9,刘桂英,物理,98,105,102,113
9,赵秀珍,化学,99,93,111,88
9,高娟,历史,119,74,102,94
9,何春梅,物理,98,94,103,106
9,管楠,化学,97,94,115,84
9,曾宇,物理,91,113,107,99
9,熊阳,历史,108,101,130,54
9,孙晶,物理,119,87,114,96
9,彭桂珍,政治,113,88,103,108
9,刘俊,历史,93,88,112,77
9,孙桂芳,物理,111,112,80,106
9,周建国,历史,110,103,87,81
9,谢桂兰,政治,104,99,110,125
9,徐燕,化学,109,99,117,69
9,赵玉兰,生物,120,104,108,77
9,王慧,政治,95,84,104,112
9,钟桂荣,地理,123,124,115,95
9,朱瑞,化学,110,91,129,78
9,詹海燕,化学,86,92,105,78
9,冯文,化学,119,81,113,88
9,郭涛,政治,102,91,115,102
9,连春梅,化学,104,114,98,83
10,萧丽娟,地理,94,91,108,115
10,孔英,化学,110,100,105,71
10,林东,化学,117,101,103,77
10,刘鹏,化学,97,96,82,91
10,杨秀珍,历史,107,95,105,111
10,谭金凤,化学,120,118,123,83
10,李强,政治,95,90,81,116
10,陈峰,历史,106,120,129,91
10,方淑兰,生物,112,104,106,74
10,赵波,政治,107,100,112,103
10,李宇,化学,123,109,109,85
10,耿勇,化学,99,126,100,92
10,江丹丹,化学,112,118,120,80
10,倪秀兰,化学,109,93,125,78
10,何荣,化学,120,106,79,83
10,张宇,历史,106,95,118,100
10,温坤,生物,119,98,92,111
10,张博,政治,114,90,120,111
10,林帆,物理,134,107,101,109
10,万志强,生物,111,108,116,94
10,杨玉,生物,85,99,110,72
10,查云,化学,101,97,75,98
10,李金凤,地理,87,129,122,115
10,杨杨,化学,134,90,102,79
10,王丹丹,化学,108,103,98,80
10,陈金凤,化学,132,101,112,88
