班级,姓名,选科,语文,数学,英语,科目
5,连丽丽,政治,142,87,97,92
5,陈桂英,生物,108,96,101,121
5,林梅,历史,85,94,91,109
5,李红梅,物理,88,112,90,109
5,唐淑兰,化学,96,95,85,119
5,孟雷,化学,97,133,89,127
5,关斌,物理,118,103,89,105
5,桑波,化学,104,94,99,121
5,管玲,生物,109,85,119,106
5,康平,地理,100,91,105,117
5,甘晶,生物,103,117,92,100
5,欧萍,生物,114,120,100,83
5,胡娟,物理,91,93,101,96
5,刘淑华,生物,107,114,76,104
5,萧秀云,生物,111,112,98,109
5,孙志强,化学,97,93,86,133
5,海颖,化学,64,114,91,96
5,刘桂珍,生物,73,101,80,105
5,侯娟,生物,74,90,86,114
5,吴红,地理,105,103,107,122
5,杜亮,生物,118,106,110,115
5,谭鑫,地理,109,102,113,117
5,林桂英,化学,107,109,78,144
5,傅倩,化学,84,103,87,120
5,林婷,物理,81,99,91,102
5,董丹丹,历史,65,106,91,110
5,何亮,历史,80,101,117,117
5,朱想,政治,105,106,92,84
5,王建,政治,112,95,81,105
5,李桂芝,历史,99,102,98,111
5,汪瑞,物理,78,121,106,109
5,张雷,地理,98,101,99,116
5,谢杨,化学,96,103,92,126
5,高军,物理,115,102,100,100
5,田婷,历史,106,80,107,117
5,高洁,地理,83,85,102,115
5,鲁瑞,历史,109,106,90,99
5,张敏,历史,107,111,81,117
5,钟辉,化学,110,121,82,121
5,何艳,生物,108,87,98,109
5,杨博,物理,95,103,99,105
5,赵柳,历史,88,120,86,94
5,杨宁,地理,139,124,97,115
5,朱彬,地理,131,97,88,118
5,叶秀华,政治,126,88,97,98
5,毛红霞,化学,89,103,88,99
5,张婷,化学,76,114,96,126
5,罗洋,地理,90,97,88,127
5,罗建华,历史,93,105,114,109
5,奚凤英,历史,87,87,84,109
5,赵敏,物理,133,125,97,92
5,蔡博,物理,109,112,110,85
5,何金凤,化学,105,95,88,124
5,马莹,化学,105,79,107,138
5,马倩,历史,64,115,82,104
5,朱超,地理,70,89,86,108
5,李阳,化学,118,104,82,103
5,杨波,历史,95,97,111,122
5,陈小红,化学,111,104,101,141
5,左娟,物理,124,106,105,99
5,张秀梅,化学,133,113,104,116
5,叶平,物理,110,119,119,104
5,杨荣,化学,88,93,99,133
5,乐洋,生物,110,94,104,79
5,杨瑞,政治,95,108,79,96
5,盛帆,物理,122,115,93,101
5,杨明,化学,83,123,91,116
5,邓建华,化学,86,86,111,114
5,周玉兰,化学,93,103,98,143
5,王杰,生物,91,111,87,77
5,吴鹏,生物,100,104,88,60
5,李玉英,地理,89,99,91,118
6,徐红,历史,135,106,96,116
6,卢英,政治,107,114,107,97
6,王玉梅,化学,106,119,83,140
6,路丹,化学,108,97,104,117
6,刘玉珍,物理,117,69,97,108
6,窦畅,化学,121,108,85,94
6,汤秀芳,地理,88,96,83,131
6,孔桂芝,化学,93,85,104,115
6,江莉,政治,89,89,77,101
6,李丽,化学,113,93,94,114
6,李平,历史,112,87,81,136
6,孟红霞,生物,71,100,99,102
6,温玉梅,生物,92,85,109,81
6,沈欣,生物,94,83,91,64
6,罗坤,化学,93,90,102,114
6,薛英,政治,121,108,95,90
6,冯玲,历史,95,99,94,98
6,李雪,化学,130,102,96,106
6,王洁,地理,93,75,79,122
6,甘健,历史,80,107,82,134
6,杨红霞,地理,99,125,105,120
6,陆涛,生物,104,67,85,53
6,杨红梅,历史,109,108,77,97
6,国丽华,政治,96,101,83,102
6,雷红霞,生物,113,97,89,80
6,陈荣,化学,84,76,118,112
6,江鑫,生物,118,112,93,97
6,吴莹,历史,124,113,85,113
6,齐峰,政治,148,110,93,114
6,申成,化学,110,106,102,126
6,白雪,生物,103,128,94,73
6,蒋玉英,生物,112,86,103,96
6,余淑珍,物理,103,101,99,98
6,黎玉,物理,107,96,110,97
6,王玉兰,化学,124,85,88,99
6,李磊,物理,95,115,86,102
6,王平,生物,94,101,88,123
6,周彬,物理,93,108,98,106
6,马桂英,生物,111,97,104,84
6,杨英,生物,87,119,93,75
6,楚超,化学,98,127,74,150
6,李敏,物理,80,108,103,91
6,杜海燕,物理,120,108,79,91
6,张丹丹,生物,111,99,74,82
6,张玉,地理,102,115,99,113
6,赵俊,化学,92,104,111,117
6,张桂芝,化学,105,112,102,105
6,李帆,物理,112,88,85,82
6,曹旭,地理,126,93,96,114
6,杜丽华,历史,125,119,88,113
6,程强,政治,119,82,78,103
6,郭畅,物理,76,109,119,116
6,王凯,地理,90,84,82,126
6,陈杰,生物,102,116,126,95
6,路玉华,生物,74,86,94,83
6,林建,生物,97,107,79,79
6,段畅,化学,122,80,88,118
6,罗文,物理,104,85,94,106
6,曹丽娟,地理,80,101,109,119
6,王梅,化学,91,103,103,132
6,万楠,化学,95,104,103,97
6,孙倩,化学,73,83,88,112
6,沈涛,生物,114,115,84,108
6,朱辉,物理,58,93,82,113
6,石兵,化学,78,97,87,122
6,程桂珍,化学,101,95,110,108
6,韩柳,化学,113,75,111,103
6,韦刚,政治,97,105,115,93
6,莫红梅,历史,90,97,67,111
6,雷丹,地理,77,99,87,130
6,周明,历史,122,110,97,117
6,刘兵,历史,104,104,79,94
6,宋博,物理,96,109,96,123
6,王军,物理,101,110,118,98
6,李浩,化学,98,127,121,138
6,袁强,化学,86,111,80,110
6,吉桂芝,化学,110,92,83,127
6,焦淑珍,物理,89,99,98,93
6,洪璐,地理,110,97,98,123
6,韩海燕,生物,112,109,98,78
6,张颖,生物,106,104,82,69
6,江波,化学,113,95,101,116
6,邵平,政治,95,106,90,95
7,王莉,生物,104,102,99,133
7,吴涛,生物,100,101,75,79
7,安海燕,生物,115,79,104,100
7,吕雪,物理,100,116,87,101
7,唐秀芳,政治,95,122,109,93
7,王桂芝,政治,101,117,87,97
7,黄文,化学,91,122,108,128
7,陈桂香,化学,72,80,115,142
7,黄敏,物理,96,94,104,91
7,辛慧,化学,103,102,82,139
7,杨婷婷,生物,109,91,103,111
7,贾健,化学,112,109,110,118
7,陈丹丹,历史,116,95,69,129
7,刘秀荣,生物,80,108,90,111
7,杨小红,生物,135,90,101,83
7,罗成,地理,108,91,93,113
7,张畅,生物,115,110,104,102
7,卢桂芝,历史,94,86,87,87
7,沈秀芳,化学,94,106,78,116
7,支桂珍,生物,87,98,72,88
7,杨丽娟,生物,111,117,93,91
7,梁霞,生物,88,92,103,76
7,褚晶,生物,112,93,78,120
7,王秀芳,化学,87,87,86,105
7,郑利,历史,91,97,82,110
7,刘建军,化学,98,96,86,120
7,韩慧,生物,92,93,94,110
7,孙欢,地理,85,104,107,114
7,刘春梅,化学,69,108,88,129
7,孟凤兰,化学,81,114,96,136
7,吴平,化学,112,92,73,109
7,杨文,化学,83,83,86,105
7,康华,化学,98,112,100,145
7,范波,历史,77,95,88,85
7,郭超,物理,84,108,98,85
7,潘杰,地理,120,95,85,128
7,杨雪,化学,100,86,92,115
7,田磊,化学,85,109,111,100
7,徐利,化学,101,96,94,121
7,杨丹,地理,84,95,91,124
7,杨晨,历史,122,110,107,125
7,张明,化学,112,96,83,107
7,艾俊,政治,104,92,109,95
7,武杰,地理,136,89,100,130
7,冯峰,历史,103,90,104,119
7,关淑兰,物理,111,118,99,105
7,胡玉,化学,113,100,88,109
7,萧海燕,物理,105,72,88,90
7,王桂荣,政治,90,122,68,89
7,赵伟,地理,123,101,96,113
7,刘浩,生物,115,98,97,96
7,杨楠,地理,108,99,62,116
7,武刚,政治,84,99,101,103
7,董秀梅,历史,114,95,103,121
7,金阳,历史,81,122,99,126
7,陆凤英,地理,85,109,84,126
7,谷莹,物理,99,107,94,98
7,宋伟,历史,109,101,94,128
7,彭桂英,地理,96,114,84,103
7,马亮,历史,98,116,82,93
7,郝丹丹,政治,93,107,97,104
7,刘淑英,化学,117,99,89,109
7,孟刚,地理,96,103,94,120
7,杨桂兰,政治,110,123,102,77
7,李亮,政治,93,94,92,115
7,周鹏,化学,95,125,90,116
7,谢浩,化学,98,115,104,117
7,曹秀云,生物,135,112,92,104
7,陈成,历史,124,110,77,120
7,陈淑珍,物理,124,89,79,84
7,邓瑞,生物,120,87,95,74
7,计玉梅,地理,83,74,97,128
7,何彬,化学,95,106,93,115
7,史成,政治,97,114,94,92
7,康红,生物,87,99,90,67
7,王岩,生物,101,99,98,87
7,段玉英,化学,79,83,98,133
7,黎淑英,历史,95,116,72,120
7,杨桂珍,历史,95,90,104,100
7,罗林,生物,120,89,81,81
7,劳桂芝,历史,83,84,98,111
7,吕玉,历史,106,114,123,90
7,陈玉华,生物,78,94,97,88
7,李桂芳,地理,100,98,121,119
7,贾雪,生物,127,97,104,90
7,赵凤兰,生物,75,105,76,96
7,李丹,历史,102,99,106,117
7,黄鑫,历史,87,96,107,82
7,黄秀梅,历史,73,100,90,113
7,杨洋,化学,92,99,93,141
7,蒋玉梅,生物,106,114,100,87
7,李明,化学,88,83,89,129
7,万艳,地理,80,116,73,108
7,崔丽娟,物理,101,90,103,99
7,陈欣,化学,112,103,102,116
7,张龙,政治,93,70,95,95
8,卢璐,历史,114,119,94,97
8,佘玉梅,历史,86,113,105,101
8,杨佳,化学,105,97,76,115
8,杨想,地理,100,114,89,118
8,王敏,物理,95,108,79,101
8,王想,物理,80,108,81,83
8,黄斌,化学,85,113,99,124
8,黄利,化学,108,94,86,128
8,张杨,地理,96,106,101,123
8,包健,化学,120,150,110,127
8,杨利,历史,82,120,91,125
8,朱鹏,政治,91,98,101,100
8,孙坤,地理,116,97,114,122
8,王博,生物,90,94,87,79
8,卢桂芳,地理,90,125,89,116
8,蒋雪,政治,104,122,96,109
8,李芳,历史,115,73,109,121
8,高兵,历史,96,110,90,99
8,林玉珍,化学,93,100,77,95
8,张帅,地理,86,98,97,127
8,朱秀梅,地理,101,132,93,128
8,郑婷,物理,122,90,98,105
8,仝慧,生物,104,99,95,101
8,王辉,生物,84,111,99,95
8,庞海燕,物理,128,114,91,105
8,叶丽娟,地理,100,78,79,97
8,郑柳,历史,97,100,85,116
8,胡燕,地理,113,90,114,117
8,李成,化学,140,105,88,125
8,张林,历史,97,90,86,119
8,赵雪梅,历史,83,105,96,119
8,梁玲,历史,82,110,109,107
8,覃平,地理,57,99,91,117
8,高建军,历史,106,106,115,104
8,姚娜,化学,124,79,94,129
8,唐帆,物理,98,105,92,100
8,司建军,化学,86,89,87,117
8,施雪,地理,115,92,97,109
8,姚雷,物理,111,91,96,104
8,符玉珍,生物,72,110,109,117
8,赵丽娟,物理,116,98,78,90
8,刘晨,生物,70,104,84,129
8,余畅,物理,118,109,104,90
8,任建平,化学,104,99,85,130
8,冯磊,地理,112,109,86,120
8,周浩,生物,91,102,95,107
8,郝秀华,历史,75,94,85,104
8,张桂香,物理,112,105,69,90
8,李英,物理,98,98,111,102
8,陈秀华,地理,101,74,79,115
8,刘霞,历史,112,117,113,92
8,安建军,生物,85,101,76,102
8,卢想,物理,96,112,83,90
8,张玉华,生物,124,105,100,96
8,夏岩,政治,117,103,101,105
8,陈楠,地理,93,89,105,110
8,钟颖,物理,112,87,108,81
8,张欣,化学,113,88,91,100
8,李凤英,化学,65,91,106,112
8,余桂芳,物理,68,110,96,101
8,韩坤,地理,110,103,101,115
8,杨亮,物理,123,70,89,98
8,方秀梅,化学,101,84,114,134
8,黎想,化学,83,106,95,135
8,苟淑华,历史,90,80,109,98
8,丁帅,化学,103,98,106,114
8,吴俊,政治,84,96,82,99
8,鲁欣,历史,50,90,98,108
8,严秀云,地理,81,93,91,121
8,李小红,历史,67,102,102,105
8,王桂芳,地理,105,115,96,117
8,高莉,生物,93,81,104,79
8,严琳,化学,75,89,113,107
8,易颖,化学,101,118,101,108
8,刘静,化学,91,127,109,118
8,刘娜,化学,109,98,101,144
8,钟刚,生物,117,103,94,100
8,李东,物理,97,123,112,97
8,狄琳,化学,103,104,96,135
8,伍建军,地理,129,114,101,121
8,邹鑫,化学,105,128,107,118
8,章婷婷,历史,81,102,84,115
8,李建军,生物,106,102,100,85
8,陈玲,化学,99,98,95,112
8,何成,物理,115,135,83,85
8,封军,政治,72,107,86,81
8,邓瑜,生物,134,100,82,118
8,陈慧,地理,74,123,80,110
9,李洁,物理,53,71,93,100
9,王宁,历史,97,112,67,100
9,雷芳,化学,109,105,83,129
9,商建华,地理,94,127,81,128
9,曹博,化学,103,76,94,110
9,傅磊,地理,86,119,83,123
9,廖俊,生物,90,117,99,107
9,周建平,政治,99,85,90,93
9,白丽,化学,107,85,73,135
9,丁斌,地理,88,105,88,110
9,潘荣,历史,115,111,93,125
9,马娜,历史,114,98,86,100
9,王欢,生物,111,93,95,91
9,陶丽,化学,110,101,91,111
9,艾雪梅,化学,128,83,100,143
9,王明,政治,126,93,78,108
9,马婷,生物,116,107,95,122
9,尹峰,物理,127,83,98,104
9,吴慧,政治,121,104,98,104
9,谭芳,生物,84,82,99,100
9,林鑫,物理,100,112,89,97
9,孙晨,地理,97,108,92,110
9,夏淑兰,化学,93,103,90,143
9,刘颖,化学,101,95,71,113
9,刘斌,历史,66,91,77,114
9,杨凤英,政治,92,122,80,98
9,龚建华,物理,109,101,84,98
9,李云,生物,88,101,95,105
9,罗华,地理,68,91,104,118
9,梁辉,政治,83,96,103,95
9,苑利,生物,93,105,97,98
9,谭杰,化学,87,98,103,134
9,刘超,政治,98,83,68,102
9,叶丽丽,历史,101,117,100,114
9,裴秀荣,政治,118,112,92,92
9,马坤,物理,116,83,100,85
9,丁燕,生物,83,102,101,68
9,许杨,生物,104,88,100,78
9,鲁桂芳,物理,81,67,77,99
9,陈雪梅,生物,98,86,98,107
9,黄平,生物,82,121,89,121
9,张桂花,政治,109,109,96,102
9,许涛,生物,67,105,92,103
9,陈晨,物理,96,102,75,82
9,李想,生物,65,89,92,95
9,张想,政治,102,83,92,90
9,兰晨,物理,110,112,88,97
9,刘桂英,物理,88,79,112,96
9,赵秀珍,化学,116,105,112,111
9,高娟,历史,97,119,89,120
9,何春梅,物理,101,97,93,107
9,管楠,化学,98,96,97,127
9,曾宇,物理,101,103,94,106
9,熊阳,历史,99,120,106,93
9,孙晶,物理,83,127,98,112
9,彭桂珍,政治,68,91,75,111
9,刘俊,历史,130,103,96,150
9,孙桂芳,物理,86,95,98,83
9,周建国,历史,122,96,102,135
9,谢桂兰,政治,103,86,114,113
9,徐燕,化学,111,106,97,101
9,赵玉兰,生物,107,95,97,64
9,王慧,政治,116,87,101,103
9,钟桂荣,地理,127,131,73,103
9,朱瑞,化学,126,114,93,120
9,詹海燕,化学,109,117,102,91
9,冯文,化学,94,106,96,106
9,郭涛,政治,105,108,97,98
9,连春梅,化学,85,99,93,103
10,萧丽娟,地理,94,96,100,118
10,孔英,化学,125,112,89,113
10,林东,化学,124,121,81,115
10,刘鹏,化学,79,121,89,131
10,杨秀珍,历史,100,129,94,88
10,谭金凤,化学,104,86,111,128
10,李强,政治,91,80,100,109
10,陈峰,历史,72,120,94,88
10,方淑兰,生物,101,118,97,103
10,赵波,政治,94,128,93,107
10,李宇,化学,73,97,100,114
10,耿勇,化学,132,94,95,128
10,江丹丹,化学,105,105,86,109
10,倪秀兰,化学,87,109,102,107
10,何荣,化学,93,112,94,132
10,张宇,历史,130,106,85,115
10,温坤,生物,129,121,100,106
10,张博,政治,101,105,102,91
10,林帆,物理,91,116,109,108
10,万志强,生物,66,115,87,85
10,杨玉,生物,97,87,103,79
10,查云,化学,100,98,93,121
10,李金凤,地理,102,93,100,128
10,杨杨,化学,131,100,108,148
10,王丹丹,化学,89,112,112,111
10,陈金凤,化学,107,89,82,123
