班级,姓名,选科,语文,数学,英语,科目
2,戴宇,政治,119,69,88,94
2,张丽娟,生物,71,81,76,103
2,符伟,化学,75,89,91,114
2,李飞,地理,92,101,105,105
2,蒋杰,政治,51,73,86,96
2,覃玉兰,历史,67,107,103,121
2,徐佳,化学,94,83,83,115
2,庄辉,地理,93,89,99,111
2,杨柳,化学,106,69,100,86
2,李晶,物理,84,79,111,136
2,梁志强,生物,78,71,83,80
2,向华,化学,104,117,99,88
2,葛飞,化学,62,97,98,102
2,张波,生物,124,92,114,61
2,尹金凤,地理,82,79,89,115
2,邓成,政治,61,76,100,95
2,韩婷婷,化学,74,76,107,110
2,喻刚,地理,108,96,92,112
2,李建平,化学,87,91,88,92
2,王波,历史,84,66,110,109
2,张建平,历史,84,78,105,118
2,林淑珍,化学,105,85,82,96
2,沈雷,化学,86,65,79,101
2,王淑珍,地理,90,57,90,118
2,邝建军,化学,70,74,77,102
2,张梅,化学,69,65,107,106
2,屈桂英,物理,95,80,102,102
2,张勇,物理,111,94,105,109
2,马建,化学,94,94,87,124
2,杨建国,物理,76,87,106,129
2,王静,地理,59,96,112,105
2,魏桂香,化学,92,50,97,121
2,郑雷,历史,78,92,100,119
2,蔡秀芳,历史,117,43,90,127
2,邓琳,地理,73,80,92,108
2,王淑英,化学,91,80,93,133
2,周凤兰,生物,111,65,95,59
2,戴玉梅,历史,81,80,105,111
2,陈颖,化学,93,78,101,124
2,李玉兰,生物,78,83,87,72
2,王桂珍,物理,83,73,95,116
2,吴秀兰,化学,114,119,99,107
2,冯小红,历史,93,84,87,124
2,王金凤,地理,65,64,89,114
2,项超,化学,81,85,91,108
2,李楠,历史,94,73,101,115
2,燕丽娟,历史,83,74,90,101
2,苏丽丽,化学,102,100,108,104
2,王欣,生物,87,108,75,83
2,张杰,化学,87,46,85,100
2,郎佳,地理,93,114,77,110
2,王亮,历史,65,99,103,109
2,高建,生物,134,80,110,84
2,方丽,化学,98,64,86,113
2,黄静,生物,91,76,90,59
2,罗秀荣,物理,86,78,98,103
2,李秀珍,化学,88,95,94,120
2,徐颖,化学,104,48,95,105
2,方建军,地理,111,73,98,123
2,杜文,地理,66,71,116,109
2,谷静,生物,90,75,98,69
2,叶晶,政治,95,97,81,94
2,何瑞,政治,97,76,92,91
2,段柳,政治,108,64,87,76
2,黄雪,物理,84,89,109,103
2,刘云,地理,98,66,103,105
2,马桂兰,化学,91,80,66,124
2,陈娟,地理,120,85,94,107
2,文桂珍,政治,113,70,104,69
2,罗艳,历史,56,70,82,130
2,刘宇,化学,84,80,100,102
2,秦瑞,物理,87,79,86,130
2,龙鑫,物理,94,102,94,111
2,邓红,生物,105,66,92,83
3,聂洁,生物,97,71,89,71
3,张利,物理,65,56,106,120
3,夏欣,生物,95,94,70,94
3,夏瑞,生物,92,105,95,88
3,纪旭,物理,98,32,117,130
3,黎桂芳,化学,100,114,87,97
3,黄萍,地理,97,101,110,111
3,颜峰,生物,86,80,130,74
3,赵璐,化学,90,81,94,126
3,李秀华,物理,92,92,104,131
3,殷志强,物理,79,74,100,111
3,张柳,地理,91,88,113,123
3,吴柳,生物,77,85,109,93
3,孙想,历史,74,73,105,107
3,孟莹,政治,101,80,81,78
3,张雪梅,地理,94,89,99,112
3,李杨,生物,80,85,81,63
3,樊欣,化学,73,91,89,101
3,韩桂英,化学,93,90,109,117
3,葛丽华,政治,98,76,87,98
3,李佳,化学,98,113,110,106
3,杜想,化学,82,84,93,104
3,陈淑兰,化学,96,77,107,114
3,梁冬梅,生物,63,84,100,51
3,焦玉珍,化学,88,67,99,120
3,戴伟,政治,97,32,109,97
3,王玉,地理,87,78,75,106
3,任玉梅,地理,83,71,94,103
3,戴杨,物理,123,86,107,88
3,慕阳,物理,126,67,95,134
3,韩芳,历史,117,68,77,106
3,章玉梅,生物,110,94,96,79
3,张丽华,政治,121,51,113,86
3,钟玉梅,物理,76,95,86,126
3,张建军,化学,93,50,122,89
3,郝丽娟,地理,120,81,73,107
3,田桂芳,历史,86,71,90,129
3,张飞,地理,102,71,111,112
3,钟志强,生物,104,112,93,78
3,郑阳,物理,91,87,113,100
3,胡杰,生物,94,78,103,78
3,高玉英,物理,81,86,89,116
3,吕晶,历史,117,89,92,111
3,梁桂芝,政治,91,87,99,97
3,田璐,历史,86,71,115,112
3,耿瑞,物理,106,58,115,133
3,张淑英,化学,111,80,124,108
3,蒋秀芳,历史,71,102,106,120
3,张荣,物理,72,81,95,99
3,吴红梅,政治,74,98,108,91
3,杨玉华,生物,69,62,89,51
3,罗雪梅,化学,87,75,84,99
3,朱雪,历史,73,91,88,116
3,萧杰,历史,70,87,83,103
3,姜桂花,化学,76,80,127,100
3,夏丽丽,物理,98,69,128,117
3,马萍,物理,72,64,109,101
3,张建华,生物,91,90,86,72
3,陆俊,生物,95,83,92,73
3,孟华,地理,89,52,111,105
3,曲玲,化学,96,98,95,109
3,张兰英,物理,84,66,100,119
3,孙瑜,生物,69,67,94,79
3,郝萍,政治,76,86,96,76
3,吴欢,政治,74,74,90,73
3,魏博,生物,82,72,92,66
3,蔡玲,化学,62,69,101,98
3,高秀兰,生物,90,51,83,82
3,翁红梅,化学,85,94,82,138
3,李超,物理,73,123,112,107
3,李梅,政治,79,56,103,73
3,黄凤兰,政治,109,82,85,83
3,徐桂珍,政治,75,90,96,100
3,张洋,化学,90,68,111,92
3,王凤兰,生物,67,77,77,73
3,陈秀梅,化学,91,63,127,91
3,魏想,地理,52,95,104,109
3,李兵,历史,94,93,89,112
3,喻宁,化学,79,84,117,88
3,张倩,历史,45,95,97,119
3,杨桂荣,化学,71,62,96,92
3,宋秀梅,地理,61,61,87,111
3,白坤,生物,75,85,94,74
3,屈小红,生物,101,81,86,75
3,吕成,政治,86,62,98,92
3,潘颖,政治,76,83,98,89
4,沈亮,生物,76,81,93,108
4,黄杨,化学,93,105,86,95
4,刘磊,化学,97,44,120,119
4,马宇,历史,78,99,120,128
4,武桂荣,物理,91,97,92,114
4,田帆,物理,87,78,75,106
4,宋帅,地理,61,106,110,97
4,王帆,历史,107,62,97,112
4,李凤兰,化学,123,65,77,105
4,龙秀荣,化学,68,54,109,113
4,徐涛,化学,88,72,84,127
4,吴建,地理,67,110,125,95
4,王淑兰,地理,106,98,121,115
4,孙丹,物理,112,77,96,97
4,胡莉,化学,86,80,105,110
4,赵兰英,生物,89,80,111,73
4,赵彬,物理,80,96,91,111
4,董彬,化学,77,80,100,109
4,王浩,生物,81,124,105,74
4,洪峰,生物,108,112,69,73
4,张强,化学,92,82,96,102
4,黄宁,化学,104,55,93,110
4,李琴,化学,90,73,92,82
4,廖涛,化学,118,98,93,119
4,张磊,生物,101,82,106,57
4,杨兰英,历史,80,87,94,116
4,陈平,化学,93,74,79,89
4,刘晶,物理,70,81,102,129
4,赵云,生物,87,71,111,77
4,陆晨,化学,65,80,98,93
4,郭秀珍,物理,110,67,88,133
4,蔡柳,政治,97,96,99,84
4,夏晨,地理,103,84,96,117
4,龙雪梅,化学,72,86,99,101
4,宁秀云,物理,70,100,122,140
4,黄勇,物理,94,88,98,91
4,卢飞,地理,105,100,95,106
4,魏凯,地理,91,76,112,112
4,冯秀兰,化学,90,93,113,122
4,王兰英,生物,73,103,94,56
4,张旭,化学,82,86,100,116
4,刘凯,化学,57,54,96,111
4,吴龙,地理,86,72,98,108
4,房娟,地理,54,72,102,112
4,杨霞,历史,102,100,92,127
4,程佳,物理,120,76,113,138
4,孙桂珍,物理,104,81,111,131
4,郑建,化学,79,54,112,107
4,左云,地理,77,100,112,121
4,李秀云,历史,98,83,118,97
4,林桂兰,地理,103,73,91,109
4,季秀云,物理,71,109,80,128
4,黄建,生物,74,76,106,69
4,卢林,化学,80,67,109,105
4,崔博,历史,99,92,92,119
4,赖萍,化学,100,67,86,96
4,萧丹丹,化学,88,108,100,108
4,杨建华,生物,119,81,110,59
4,曾玉兰,化学,85,85,104,138
4,许秀兰,生物,110,85,94,90
4,李秀芳,化学,79,87,87,125
4,吴淑兰,化学,96,71,91,109
4,何伟,化学,78,86,75,114
4,刘冬梅,化学,84,119,91,121
4,孙平,历史,79,104,94,105
4,王利,化学,76,82,92,109
4,何阳,地理,67,73,113,103
4,何淑兰,地理,83,103,108,119
4,施建国,历史,89,104,113,113
4,李娟,化学,77,60,90,115
4,张建,历史,88,80,99,122
4,傅兰英,地理,70,78,85,120
4,纪梅,生物,79,69,76,92
4,杨辉,政治,65,107,113,95
4,崔淑珍,政治,89,100,111,72
4,李丽丽,地理,67,105,110,108
4,李岩,化学,74,89,110,111
4,王华,历史,110,89,75,124
4,陶彬,物理,102,48,100,110
4,吴利,生物,87,59,97,44
4,陈亮,生物,92,87,81,111
4,刘燕,历史,93,78,85,114
4,白桂珍,化学,87,92,103,100
4,杨建,生物,61,80,112,103
4,康建国,政治,67,84,119,84
4,张海燕,化学,94,105,71,104
4,彭秀芳,物理,80,77,108,85
4,朱丽娟,生物,77,105,102,79
4,王霞,历史,111,86,119,115
4,梁丽华,政治,103,59,110,72
5,李旭,生物,114,72,107,102
5,田飞,地理,62,73,97,111
5,叶颖,生物,89,77,121,75
5,廖红梅,物理,97,94,126,78
5,彭桂兰,化学,102,81,88,103
5,马凯,生物,70,84,103,110
5,傅想,生物,89,97,91,80
5,韦娟,历史,91,67,84,110
5,翟杨,生物,103,94,90,54
5,连丽丽,政治,86,99,112,110
5,陈桂英,生物,63,79,94,90
5,林梅,历史,65,83,90,122
5,李红梅,物理,72,71,99,92
5,唐淑兰,化学,90,97,90,95
5,孟雷,化学,90,82,84,107
5,关斌,物理,92,75,103,134
5,桑波,化学,67,90,70,103
5,管玲,生物,92,77,96,59
5,康平,地理,115,69,82,113
5,甘晶,生物,85,86,71,84
5,欧萍,生物,93,100,97,80
5,胡娟,物理,97,82,104,116
5,刘淑华,生物,99,44,101,67
5,萧秀云,生物,87,92,84,119
5,孙志强,化学,84,78,93,104
5,海颖,化学,85,85,110,123
5,刘桂珍,生物,105,74,77,107
5,侯娟,生物,83,113,95,86
5,吴红,地理,89,91,90,120
5,杜亮,生物,57,64,100,59
5,谭鑫,地理,71,94,107,108
5,林桂英,化学,93,63,96,88
5,傅倩,化学,79,91,96,92
5,林婷,物理,95,34,109,124
5,董丹丹,历史,95,87,105,110
5,何亮,历史,100,56,102,106
5,朱想,政治,107,94,109,85
5,王建,政治,94,61,107,75
5,李桂芝,历史,89,109,97,121
5,汪瑞,物理,109,79,123,129
5,张雷,地理,93,73,93,109
5,谢杨,化学,82,78,115,107
5,高军,物理,76,101,98,118
5,田婷,历史,114,102,95,115
5,高洁,地理,85,93,110,114
5,鲁瑞,历史,106,100,122,108
5,张敏,历史,83,102,126,117
5,钟辉,化学,110,82,114,117
5,何艳,生物,89,64,98,91
5,杨博,物理,93,85,100,148
5,赵柳,历史,84,91,77,129
5,杨宁,地理,84,61,84,105
5,朱彬,地理,76,77,103,105
5,叶秀华,政治,86,93,92,92
5,毛红霞,化学,103,85,116,97
5,张婷,化学,97,83,78,104
5,罗洋,地理,75,86,93,112
5,罗建华,历史,76,106,96,125
5,奚凤英,历史,78,79,89,133
5,赵敏,物理,71,57,83,120
5,蔡博,物理,86,75,98,118
5,何金凤,化学,90,81,110,79
5,马莹,化学,58,98,115,94
5,马倩,历史,81,67,116,126
5,朱超,地理,123,73,73,110
5,李阳,化学,48,54,105,105
5,杨波,历史,57,96,112,123
5,陈小红,化学,109,100,118,99
5,左娟,物理,114,62,101,103
5,张秀梅,化学,103,100,119,103
5,叶平,物理,76,88,79,115
5,杨荣,化学,94,79,106,95
5,乐洋,生物,88,109,77,76
5,杨瑞,政治,95,66,103,85
5,盛帆,物理,106,92,92,121
5,杨明,化学,90,111,87,92
5,邓建华,化学,104,66,107,113
5,周玉兰,化学,74,96,91,110
5,王杰,生物,87,109,112,83
5,吴鹏,生物,74,58,69,79
5,李玉英,地理,94,114,95,108
6,徐红,历史,71,105,89,131
6,卢英,政治,108,87,90,99
6,王玉梅,化学,73,78,90,111
6,路丹,化学,91,91,116,125
6,刘玉珍,物理,102,104,110,101
6,窦畅,化学,92,64,99,112
6,汤秀芳,地理,82,125,85,110
6,孔桂芝,化学,86,74,103,102
6,江莉,政治,103,92,83,100
6,李丽,化学,49,56,69,91
6,李平,历史,81,96,84,100
6,孟红霞,生物,91,65,115,64
6,温玉梅,生物,102,112,111,61
6,沈欣,生物,106,77,97,71
6,罗坤,化学,97,101,100,83
6,薛英,政治,72,81,92,83
6,冯玲,历史,95,79,99,103
6,李雪,化学,77,62,86,105
6,王洁,地理,92,82,124,119
6,甘健,历史,94,80,108,121
6,杨红霞,地理,95,70,110,110
6,陆涛,生物,93,118,96,122
6,杨红梅,历史,64,78,65,106
6,国丽华,政治,94,96,102,76
6,雷红霞,生物,109,97,88,76
6,陈荣,化学,89,64,90,120
6,江鑫,生物,93,56,113,66
6,吴莹,历史,87,78,84,102
6,齐峰,政治,110,91,105,77
6,申成,化学,88,104,90,103
6,白雪,生物,95,115,80,97
6,蒋玉英,生物,97,87,118,80
6,余淑珍,物理,91,72,91,135
6,黎玉,物理,93,96,128,111
6,王玉兰,化学,73,93,82,98
6,李磊,物理,96,79,104,123
6,王平,生物,75,111,99,67
6,周彬,物理,70,85,97,134
6,马桂英,生物,75,87,99,52
6,杨英,生物,80,81,81,90
6,楚超,化学,87,67,110,109
6,李敏,物理,94,43,80,109
6,杜海燕,物理,86,89,98,127
6,张丹丹,生物,96,71,93,86
6,张玉,地理,78,78,87,110
6,赵俊,化学,82,70,96,95
6,张桂芝,化学,70,73,98,123
6,李帆,物理,104,65,106,94
6,曹旭,地理,87,71,82,99
6,杜丽华,历史,86,95,84,133
6,程强,政治,101,80,110,80
6,郭畅,物理,106,74,108,120
6,王凯,地理,74,68,83,94
6,陈杰,生物,79,67,86,58
6,路玉华,生物,99,88,97,92
6,林建,生物,132,57,100,77
6,段畅,化学,60,86,96,89
6,罗文,物理,91,58,105,98
6,曹丽娟,地理,103,80,115,108
6,王梅,化学,88,83,100,90
6,万楠,化学,94,72,94,106
6,孙倩,化学,91,69,119,82
6,沈涛,生物,97,54,104,85
6,朱辉,物理,95,80,80,76
6,石兵,化学,70,92,96,108
6,程桂珍,化学,86,67,72,96
6,韩柳,化学,89,92,76,85
6,韦刚,政治,74,109,79,96
6,莫红梅,历史,118,79,77,109
6,雷丹,地理,89,66,106,107
6,周明,历史,119,99,78,120
6,刘兵,历史,88,77,110,112
6,宋博,物理,87,75,100,108
6,王军,物理,118,104,90,126
6,李浩,化学,94,101,103,90
6,袁强,化学,93,88,103,110
6,吉桂芝,化学,88,106,97,96
6,焦淑珍,物理,101,112,118,149
6,洪璐,地理,95,73,95,109
6,韩海燕,生物,104,84,89,87
6,张颖,生物,64,81,99,82
6,江波,化学,111,102,103,98
6,邵平,政治,82,88,103,92
7,王莉,生物,105,38,103,95
7,吴涛,生物,117,86,90,83
7,安海燕,生物,85,65,81,75
7,吕雪,物理,78,90,93,136
7,唐秀芳,政治,91,74,86,72
7,王桂芝,政治,111,116,91,91
7,黄文,化学,108,97,105,131
7,陈桂香,化学,92,94,111,106
7,黄敏,物理,79,65,71,129
7,辛慧,化学,69,65,73,116
7,杨婷婷,生物,90,96,97,88
7,贾健,化学,99,110,94,107
7,陈丹丹,历史,115,53,106,113
7,刘秀荣,生物,120,73,97,87
7,杨小红,生物,83,100,96,56
7,罗成,地理,86,92,86,110
7,张畅,生物,92,42,93,63
7,卢桂芝,历史,107,75,108,119
7,沈秀芳,化学,119,72,119,113
7,支桂珍,生物,90,59,84,87
7,杨丽娟,生物,78,56,86,97
7,梁霞,生物,75,118,89,87
7,褚晶,生物,100,47,97,68
7,王秀芳,化学,112,78,66,80
7,郑利,历史,114,85,93,121
7,刘建军,化学,76,73,137,103
7,韩慧,生物,93,96,107,91
7,孙欢,地理,99,86,103,101
7,刘春梅,化学,102,75,88,125
7,孟凤兰,化学,96,52,101,112
7,吴平,化学,97,100,95,95
7,杨文,化学,101,82,95,110
7,康华,化学,103,91,94,91
7,范波,历史,105,84,119,131
7,郭超,物理,95,95,86,127
7,潘杰,地理,67,81,87,104
7,杨雪,化学,88,77,113,120
7,田磊,化学,75,107,94,102
7,徐利,化学,80,108,100,101
7,杨丹,地理,99,67,78,111
7,杨晨,历史,71,55,123,115
7,张明,化学,90,105,104,113
7,艾俊,政治,93,96,104,88
7,武杰,地理,89,87,99,98
7,冯峰,历史,103,60,91,125
7,关淑兰,物理,101,83,106,132
7,胡玉,化学,107,46,95,119
7,萧海燕,物理,105,70,108,90
7,王桂荣,政治,94,96,90,75
7,赵伟,地理,93,83,97,121
7,刘浩,生物,86,86,97,48
7,杨楠,地理,99,90,94,110
7,武刚,政治,87,88,75,81
7,董秀梅,历史,74,72,110,113
7,金阳,历史,93,94,99,122
7,陆凤英,地理,96,94,114,111
7,谷莹,物理,134,95,101,97
7,宋伟,历史,81,99,71,129
7,彭桂英,地理,84,80,95,104
7,马亮,历史,81,99,129,114
7,郝丹丹,政治,94,92,90,88
7,刘淑英,化学,109,92,114,97
7,孟刚,地理,108,77,94,95
7,杨桂兰,政治,73,51,101,88
7,李亮,政治,92,61,107,86
7,周鹏,化学,81,80,85,113
7,谢浩,化学,93,62,80,83
7,曹秀云,生物,102,102,88,81
7,陈成,历史,83,84,99,126
7,陈淑珍,物理,89,87,113,124
7,邓瑞,生物,136,59,95,76
7,计玉梅,地理,74,76,94,114
7,何彬,化学,93,70,93,112
7,史成,政治,120,120,81,102
7,康红,生物,92,147,97,92
7,王岩,生物,93,109,111,87
7,段玉英,化学,70,107,69,86
7,黎淑英,历史,71,84,90,114
7,杨桂珍,历史,86,94,94,111
7,罗林,生物,92,80,86,81
7,劳桂芝,历史,83,59,95,124
7,吕玉,历史,83,89,74,122
7,陈玉华,生物,86,78,91,78
7,李桂芳,地理,74,92,95,115
7,贾雪,生物,90,62,112,80
7,赵凤兰,生物,81,96,90,68
7,李丹,历史,91,92,103,119
7,黄鑫,历史,109,64,90,117
7,黄秀梅,历史,79,91,96,115
7,杨洋,化学,91,114,102,115
7,蒋玉梅,生物,44,72,105,105
7,李明,化学,54,108,110,97
7,万艳,地理,97,87,88,110
7,崔丽娟,物理,100,95,81,115
7,陈欣,化学,83,87,87,116
7,张龙,政治,77,65,105,85
8,卢璐,历史,80,77,112,110
8,佘玉梅,历史,114,79,103,115
8,杨佳,化学,97,58,86,95
8,杨想,地理,69,95,105,111
8,王敏,物理,112,93,104,150
8,王想,物理,95,100,97,150
8,黄斌,化学,82,111,98,97
8,黄利,化学,82,93,101,105
8,张杨,地理,99,82,85,97
8,包健,化学,93,67,92,102
8,杨利,历史,109,76,96,104
8,朱鹏,政治,91,95,79,90
8,孙坤,地理,77,101,96,99
8,王博,生物,85,81,83,48
8,卢桂芳,地理,71,82,110,103
8,蒋雪,政治,110,71,98,64
8,李芳,历史,84,64,85,110
8,高兵,历史,95,74,99,121
8,林玉珍,化学,94,88,99,113
8,张帅,地理,79,84,98,116
8,朱秀梅,地理,75,86,101,96
8,郑婷,物理,91,71,101,108
8,仝慧,生物,98,86,109,78
8,王辉,生物,81,76,89,64
8,庞海燕,物理,85,97,126,105
8,叶丽娟,地理,76,104,91,105
8,郑柳,历史,86,90,93,114
8,胡燕,地理,46,74,101,117
8,李成,化学,140,105,92,95
8,张林,历史,84,93,98,118
8,赵雪梅,历史,102,63,106,135
8,梁玲,历史,93,97,93,124
8,覃平,地理,73,97,108,118
8,高建军,历史,81,105,115,108
8,姚娜,化学,83,93,76,101
8,唐帆,物理,99,111,93,103
8,司建军,化学,81,90,84,105
8,施雪,地理,94,97,70,109
8,姚雷,物理,86,86,85,102
8,符玉珍,生物,59,67,111,70
8,赵丽娟,物理,105,78,118,140
8,刘晨,生物,85,98,85,90
8,余畅,物理,85,48,97,116
8,任建平,化学,113,74,100,124
8,冯磊,地理,58,86,116,100
8,周浩,生物,93,98,108,98
8,郝秀华,历史,97,105,89,90
8,张桂香,物理,91,54,104,101
8,李英,物理,68,94,108,101
8,陈秀华,地理,94,75,90,108
8,刘霞,历史,114,64,93,126
8,安建军,生物,84,85,78,61
8,卢想,物理,84,114,94,122
8,张玉华,生物,115,85,119,78
8,夏岩,政治,104,85,108,94
8,陈楠,地理,72,87,97,115
8,钟颖,物理,72,87,110,107
8,张欣,化学,82,81,116,103
8,李凤英,化学,86,101,109,92
8,余桂芳,物理,70,64,112,88
8,韩坤,地理,86,76,108,106
8,杨亮,物理,90,93,79,116
8,方秀梅,化学,95,104,83,114
8,黎想,化学,76,72,106,104
8,苟淑华,历史,84,81,123,121
8,丁帅,化学,67,94,106,112
8,吴俊,政治,89,82,89,84
8,鲁欣,历史,101,68,98,126
8,严秀云,地理,98,105,96,103
8,李小红,历史,88,62,78,111
8,王桂芳,地理,72,82,98,109
8,高莉,生物,94,88,111,103
8,严琳,化学,99,102,87,103
8,易颖,化学,109,92,105,120
8,刘静,化学,89,56,101,110
8,刘娜,化学,99,82,85,110
8,钟刚,生物,86,73,107,75
8,李东,物理,102,65,101,131
8,狄琳,化学,59,89,73,106
8,伍建军,地理,73,103,88,109
8,邹鑫,化学,111,76,82,111
8,章婷婷,历史,93,98,93,118
8,李建军,生物,95,79,90,82
8,陈玲,化学,83,80,89,110
8,何成,物理,104,78,92,126
8,封军,政治,88,82,90,88
8,邓瑜,生物,100,109,90,65
8,陈慧,地理,88,95,92,117
9,李洁,物理,102,65,87,116
9,王宁,历史,118,72,118,125
9,雷芳,化学,90,84,102,119
9,商建华,地理,86,93,124,123
9,曹博,化学,122,80,85,110
9,傅磊,地理,100,67,103,110
9,廖俊,生物,77,76,93,61
9,周建平,政治,93,97,95,78
9,白丽,化学,77,60,118,97
9,丁斌,地理,71,88,100,115
9,潘荣,历史,101,98,92,114
9,马娜,历史,69,72,124,104
9,王欢,生物,66,99,83,80
9,陶丽,化学,76,93,97,103
9,艾雪梅,化学,80,68,96,118
9,王明,政治,72,107,97,76
9,马婷,生物,89,84,110,92
9,尹峰,物理,74,90,67,115
9,吴慧,政治,76,92,95,70
9,谭芳,生物,79,84,104,59
9,林鑫,物理,80,92,95,117
9,孙晨,地理,103,71,100,107
9,夏淑兰,化学,107,109,78,109
9,刘颖,化学,83,104,86,114
9,刘斌,历史,99,97,95,114
9,杨凤英,政治,84,85,89,113
9,龚建华,物理,86,86,89,113
9,李云,生物,83,94,96,89
9,罗华,地理,106,77,76,118
9,梁辉,政治,88,94,90,96
9,苑利,生物,99,85,86,64
9,谭杰,化学,84,86,94,101
9,刘超,政治,105,79,112,94
9,叶丽丽,历史,97,83,105,119
9,裴秀荣,政治,99,50,103,77
9,马坤,物理,57,91,117,117
9,丁燕,生物,113,69,90,76
9,许杨,生物,77,100,99,76
9,鲁桂芳,物理,73,80,100,112
9,陈雪梅,生物,129,87,100,83
9,黄平,生物,78,66,81,80
9,张桂花,政治,113,81,90,94
9,许涛,生物,98,84,88,79
9,陈晨,物理,106,70,89,150
9,李想,生物,87,61,108,79
9,张想,政治,92,73,116,73
9,兰晨,物理,79,70,111,128
9,刘桂英,物理,78,93,104,132
9,赵秀珍,化学,88,95,118,108
9,高娟,历史,98,86,97,117
9,何春梅,物理,88,95,83,117
9,管楠,化学,106,86,91,115
9,曾宇,物理,92,77,108,110
9,熊阳,历史,76,91,114,113
9,孙晶,物理,90,81,84,143
9,彭桂珍,政治,117,98,81,70
9,刘俊,历史,88,101,95,128
9,孙桂芳,物理,65,73,74,115
9,周建国,历史,59,60,91,124
9,谢桂兰,政治,113,94,87,78
9,徐燕,化学,61,57,99,107
9,赵玉兰,生物,57,125,84,76
9,王慧,政治,89,85,89,99
9,钟桂荣,地理,92,85,100,117
9,朱瑞,化学,102,72,90,85
9,詹海燕,化学,87,128,97,104
9,冯文,化学,72,71,108,97
9,郭涛,政治,102,117,107,76
9,连春梅,化学,80,71,89,104
10,萧丽娟,地理,89,67,87,92
10,孔英,化学,102,56,90,109
10,林东,化学,78,83,91,110
10,刘鹏,化学,104,73,103,132
10,杨秀珍,历史,80,76,106,128
10,谭金凤,化学,75,89,92,104
10,李强,政治,92,93,91,108
10,陈峰,历史,92,96,95,120
10,方淑兰,生物,91,97,102,91
10,赵波,政治,88,73,103,74
10,李宇,化学,104,88,89,109
10,耿勇,化学,96,76,102,105
10,江丹丹,化学,77,68,86,134
10,倪秀兰,化学,76,80,109,96
10,何荣,化学,83,89,77,105
10,张宇,历史,85,59,79,111
10,温坤,生物,112,80,107,93
10,张博,政治,78,112,92,87
10,林帆,物理,119,92,89,124
10,万志强,生物,86,93,111,81
10,杨玉,生物,100,93,97,67
10,查云,化学,89,74,71,113
10,李金凤,地理,121,112,82,119
10,杨杨,化学,94,103,89,117
10,王丹丹,化学,69,81,117,107
10,陈金凤,化学,102,83,108,130
