班级,姓名,选科,语文,数学,英语,科目
2,张波,生物,86,95,86,122
2,尹金凤,地理,86,99,84,94
2,邓成,政治,88,88,52,84
2,韩婷婷,化学,87,96,72,109
2,喻刚,地理,87,78,92,90
2,李建平,化学,94,87,97,110
2,王波,历史,90,91,85,126
2,张建平,历史,97,106,86,99
2,林淑珍,化学,115,88,90,93
2,沈雷,化学,89,92,88,104
2,王淑珍,地理,89,82,110,79
2,邝建军,化学,76,105,90,126
2,张梅,化学,80,96,73,132
2,屈桂英,物理,86,79,90,101
2,张勇,物理,83,89,96,85
2,马建,化学,108,88,96,94
2,杨建国,物理,87,89,74,98
2,王静,地理,83,80,86,55
2,魏桂香,化学,86,88,108,90
2,郑雷,历史,91,99,99,114
2,蔡秀芳,历史,88,85,69,107
2,邓琳,地理,107,92,97,86
2,王淑英,化学,82,96,77,139
2,周凤兰,生物,96,96,86,110
2,戴玉梅,历史,108,98,104,105
2,陈颖,化学,115,85,75,106
2,李玉兰,生物,101,70,102,113
2,王桂珍,物理,81,93,69,109
2,吴秀兰,化学,88,95,69,138
2,冯小红,历史,103,99,96,128
2,王金凤,地理,90,98,93,105
2,项超,化学,89,95,92,112
2,李楠,历史,89,102,110,94
2,燕丽娟,历史,107,89,99,96
2,苏丽丽,化学,101,101,83,117
2,王欣,生物,76,82,110,115
2,张杰,化学,88,106,67,90
2,郎佳,地理,80,84,84,59
2,王亮,历史,90,87,100,118
2,高建,生物,89,86,119,123
2,方丽,化学,84,76,91,127
2,黄静,生物,114,107,71,114
2,罗秀荣,物理,101,91,75,75
2,李秀珍,化学,72,80,94,131
2,徐颖,化学,106,89,90,121
2,方建军,地理,106,79,62,109
2,杜文,地理,95,82,85,70
2,谷静,生物,98,86,71,112
2,叶晶,政治,90,88,107,87
2,何瑞,政治,94,84,80,94
2,段柳,政治,96,76,94,83
2,黄雪,物理,84,92,94,71
2,刘云,地理,99,84,99,86
2,马桂兰,化学,105,91,85,133
2,陈娟,地理,110,86,89,101
2,文桂珍,政治,86,93,122,101
2,罗艳,历史,113,96,105,109
2,刘宇,化学,93,86,111,96
2,秦瑞,物理,88,92,99,104
2,龙鑫,物理,106,93,81,90
2,邓红,生物,90,91,91,105
3,聂洁,生物,86,89,119,110
3,张利,物理,85,105,93,107
3,夏欣,生物,80,94,94,110
3,夏瑞,生物,84,90,84,100
3,纪旭,物理,79,99,57,84
3,黎桂芳,化学,100,102,92,102
3,黄萍,地理,93,82,102,100
3,颜峰,生物,100,95,91,128
3,赵璐,化学,83,79,76,112
3,李秀华,物理,94,85,84,97
3,殷志强,物理,81,95,93,81
3,张柳,地理,95,71,78,102
3,吴柳,生物,81,86,107,106
3,孙想,历史,93,97,98,103
3,孟莹,政治,97,101,80,88
3,张雪梅,地理,87,80,79,95
3,李杨,生物,101,89,88,120
3,樊欣,化学,101,99,116,114
3,韩桂英,化学,95,85,104,95
3,葛丽华,政治,87,94,83,98
3,李佳,化学,97,98,57,97
3,杜想,化学,98,89,107,92
3,陈淑兰,化学,84,84,85,130
3,梁冬梅,生物,102,84,92,121
3,焦玉珍,化学,78,90,103,111
3,戴伟,政治,78,106,116,81
3,王玉,地理,87,92,95,69
3,任玉梅,地理,89,88,64,101
3,戴杨,物理,93,91,70,91
3,慕阳,物理,95,104,79,86
3,韩芳,历史,95,85,74,115
3,章玉梅,生物,103,91,74,120
3,张丽华,政治,87,74,77,84
3,钟玉梅,物理,84,94,79,81
3,张建军,化学,74,88,84,117
3,郝丽娟,地理,90,103,86,93
3,田桂芳,历史,98,85,81,110
3,张飞,地理,78,91,96,90
3,钟志强,生物,85,96,82,103
3,郑阳,物理,91,82,78,85
3,胡杰,生物,100,86,80,125
3,高玉英,物理,101,93,95,111
3,吕晶,历史,87,71,80,117
3,梁桂芝,政治,79,80,69,82
3,田璐,历史,95,89,82,135
3,耿瑞,物理,90,92,110,108
3,张淑英,化学,71,90,96,131
3,蒋秀芳,历史,92,83,96,116
3,张荣,物理,87,89,75,108
3,吴红梅,政治,85,92,89,86
3,杨玉华,生物,95,83,94,107
3,罗雪梅,化学,86,87,81,110
3,朱雪,历史,86,102,108,105
3,萧杰,历史,88,98,69,111
3,姜桂花,化学,92,89,64,112
3,夏丽丽,物理,110,79,76,100
3,马萍,物理,87,90,75,104
3,张建华,生物,101,82,117,100
3,陆俊,生物,100,103,87,108
3,孟华,地理,97,93,104,90
3,曲玲,化学,97,93,80,104
3,张兰英,物理,103,84,79,104
3,孙瑜,生物,99,93,106,117
3,郝萍,政治,89,80,132,86
3,吴欢,政治,87,95,75,89
3,魏博,生物,101,90,101,106
3,蔡玲,化学,94,95,72,133
3,高秀兰,生物,84,86,80,96
3,翁红梅,化学,86,83,74,99
3,李超,物理,85,77,104,81
3,李梅,政治,83,67,99,106
3,黄凤兰,政治,112,69,68,115
3,徐桂珍,政治,83,96,59,83
3,张洋,化学,76,72,101,121
3,王凤兰,生物,93,109,114,102
3,陈秀梅,化学,109,86,106,135
3,魏想,地理,84,94,96,88
3,李兵,历史,85,93,93,112
3,喻宁,化学,98,104,100,123
3,张倩,历史,87,93,90,127
3,杨桂荣,化学,100,103,110,134
3,宋秀梅,地理,91,94,90,110
3,白坤,生物,80,79,77,110
3,屈小红,生物,83,88,118,112
3,吕成,政治,81,86,83,103
3,潘颖,政治,94,76,107,106
4,沈亮,生物,86,82,80,113
4,黄杨,化学,87,113,73,116
4,刘磊,化学,82,88,84,125
4,马宇,历史,96,80,70,109
4,武桂荣,物理,95,79,97,83
4,田帆,物理,104,107,49,79
4,宋帅,地理,90,87,87,83
4,王帆,历史,84,65,85,102
4,李凤兰,化学,95,90,61,116
4,龙秀荣,化学,68,84,98,119
4,徐涛,化学,84,80,80,110
4,吴建,地理,83,94,78,97
4,王淑兰,地理,100,85,60,63
4,孙丹,物理,88,92,82,91
4,胡莉,化学,88,110,104,120
4,赵兰英,生物,108,96,93,109
4,赵彬,物理,114,98,78,105
4,董彬,化学,90,92,74,132
4,王浩,生物,82,82,110,121
4,洪峰,生物,76,80,105,107
4,张强,化学,90,83,85,129
4,黄宁,化学,99,76,99,127
4,李琴,化学,92,93,119,115
4,廖涛,化学,86,93,98,115
4,张磊,生物,90,73,98,104
4,杨兰英,历史,97,71,74,112
4,陈平,化学,82,64,77,117
4,刘晶,物理,99,92,116,107
4,赵云,生物,94,78,77,104
4,陆晨,化学,90,81,90,107
4,郭秀珍,物理,78,94,80,92
4,蔡柳,政治,88,93,73,83
4,夏晨,地理,87,99,89,85
4,龙雪梅,化学,106,78,80,96
4,宁秀云,物理,92,89,86,75
4,黄勇,物理,85,92,83,60
4,卢飞,地理,97,97,108,84
4,魏凯,地理,91,95,77,69
4,冯秀兰,化学,87,93,79,116
4,王兰英,生物,102,80,108,99
4,张旭,化学,97,94,77,129
4,刘凯,化学,94,93,102,111
4,吴龙,地理,88,96,105,112
4,房娟,地理,110,108,90,81
4,杨霞,历史,82,76,92,99
4,程佳,物理,113,74,69,103
4,孙桂珍,物理,100,75,96,92
4,郑建,化学,97,82,92,113
4,左云,地理,83,86,85,90
4,李秀云,历史,90,88,101,87
4,林桂兰,地理,108,76,68,84
4,季秀云,物理,66,82,116,104
4,黄建,生物,91,83,65,107
4,卢林,化学,102,90,89,138
4,崔博,历史,100,78,83,107
4,赖萍,化学,89,68,79,118
4,萧丹丹,化学,101,72,64,114
4,杨建华,生物,93,111,94,113
4,曾玉兰,化学,91,87,94,135
4,许秀兰,生物,90,81,62,121
4,李秀芳,化学,99,101,62,121
4,吴淑兰,化学,98,107,103,129
4,何伟,化学,89,106,104,135
4,刘冬梅,化学,106,104,96,115
4,孙平,历史,96,93,99,113
4,王利,化学,84,84,74,92
4,何阳,地理,94,71,100,79
4,何淑兰,地理,83,96,63,72
4,施建国,历史,86,93,59,122
4,李娟,化学,90,99,104,119
4,张建,历史,94,111,67,104
4,傅兰英,地理,88,94,85,88
4,纪梅,生物,87,96,80,130
4,杨辉,政治,89,90,98,86
4,崔淑珍,政治,96,106,102,73
4,李丽丽,地理,111,71,102,77
4,李岩,化学,77,111,71,100
4,王华,历史,112,99,86,117
4,陶彬,物理,97,90,83,86
4,吴利,生物,79,91,91,140
4,陈亮,生物,96,101,78,118
4,刘燕,历史,113,105,82,109
4,白桂珍,化学,89,86,110,149
4,杨建,生物,93,86,94,112
4,康建国,政治,86,80,73,102
4,张海燕,化学,90,90,78,107
4,彭秀芳,物理,86,92,97,98
4,朱丽娟,生物,89,81,96,114
4,王霞,历史,80,98,88,113
4,梁丽华,政治,96,89,101,80
5,李旭,生物,88,98,106,105
5,田飞,地理,95,104,119,82
5,叶颖,生物,88,82,98,126
5,廖红梅,物理,113,85,70,100
5,彭桂兰,化学,110,94,108,114
5,马凯,生物,88,88,94,113
5,傅想,生物,93,71,103,101
5,韦娟,历史,91,111,82,101
5,翟杨,生物,93,90,94,132
5,连丽丽,政治,82,94,97,86
5,陈桂英,生物,103,97,85,116
5,林梅,历史,101,101,79,106
5,李红梅,物理,89,95,110,116
5,唐淑兰,化学,96,91,120,117
5,孟雷,化学,85,97,107,122
5,关斌,物理,97,80,79,111
5,桑波,化学,104,85,70,96
5,管玲,生物,72,105,54,102
5,康平,地理,95,86,74,84
5,甘晶,生物,106,84,80,101
5,欧萍,生物,97,109,88,133
5,胡娟,物理,78,94,93,105
5,刘淑华,生物,101,92,120,112
5,萧秀云,生物,101,81,84,130
5,孙志强,化学,107,102,92,85
5,海颖,化学,75,80,92,143
5,刘桂珍,生物,84,91,72,95
5,侯娟,生物,83,88,89,95
5,吴红,地理,91,93,95,71
5,杜亮,生物,79,79,59,128
5,谭鑫,地理,102,79,104,86
5,林桂英,化学,85,82,89,107
5,傅倩,化学,87,87,98,112
5,林婷,物理,94,93,70,87
5,董丹丹,历史,107,81,84,107
5,何亮,历史,86,93,92,117
5,朱想,政治,94,85,89,94
5,王建,政治,86,74,86,103
5,李桂芝,历史,112,81,74,109
5,汪瑞,物理,94,105,106,89
5,张雷,地理,95,90,81,105
5,谢杨,化学,79,93,99,123
5,高军,物理,101,67,90,125
5,田婷,历史,84,89,81,104
5,高洁,地理,107,107,86,99
5,鲁瑞,历史,96,85,79,113
5,张敏,历史,90,87,122,99
5,钟辉,化学,82,106,74,95
5,何艳,生物,87,96,75,112
5,杨博,物理,87,84,87,92
5,赵柳,历史,92,90,86,105
5,杨宁,地理,100,73,79,88
5,朱彬,地理,93,89,81,69
5,叶秀华,政治,84,88,89,80
5,毛红霞,化学,70,97,84,105
5,张婷,化学,87,92,56,140
5,罗洋,地理,97,83,93,78
5,罗建华,历史,100,82,85,91
5,奚凤英,历史,81,90,81,117
5,赵敏,物理,89,93,115,78
5,蔡博,物理,69,83,60,65
5,何金凤,化学,84,89,65,115
5,马莹,化学,106,102,79,117
5,马倩,历史,92,76,74,107
5,朱超,地理,92,93,72,115
5,李阳,化学,97,88,91,104
5,杨波,历史,86,91,61,116
5,陈小红,化学,91,78,97,102
5,左娟,物理,93,91,85,96
5,张秀梅,化学,91,94,94,118
5,叶平,物理,85,84,74,93
5,杨荣,化学,95,78,81,107
5,乐洋,生物,102,101,99,105
5,杨瑞,政治,77,89,78,100
5,盛帆,物理,91,82,109,98
5,杨明,化学,90,104,87,106
5,邓建华,化学,86,101,65,102
5,周玉兰,化学,97,89,87,132
5,王杰,生物,106,115,77,117
5,吴鹏,生物,84,85,101,105
5,李玉英,地理,103,88,71,89
6,徐红,历史,87,92,59,122
6,卢英,政治,98,82,77,93
6,王玉梅,化学,99,119,86,111
6,路丹,化学,94,85,70,112
6,刘玉珍,物理,81,90,59,82
6,窦畅,化学,95,87,75,120
6,汤秀芳,地理,107,78,75,75
6,孔桂芝,化学,88,87,81,128
6,江莉,政治,76,91,92,86
6,李丽,化学,82,103,84,86
6,李平,历史,95,96,73,102
6,孟红霞,生物,93,93,108,124
6,温玉梅,生物,96,87,95,112
6,沈欣,生物,106,81,96,128
6,罗坤,化学,85,90,104,122
6,薛英,政治,83,85,78,78
6,冯玲,历史,79,89,74,109
6,李雪,化学,77,95,130,99
6,王洁,地理,96,91,92,119
6,甘健,历史,88,84,78,106
6,杨红霞,地理,109,65,107,91
6,陆涛,生物,98,101,96,101
6,杨红梅,历史,74,94,95,119
6,国丽华,政治,87,81,60,91
6,雷红霞,生物,95,94,100,123
6,陈荣,化学,94,94,95,129
6,江鑫,生物,89,79,91,112
6,吴莹,历史,99,84,91,110
6,齐峰,政治,87,102,86,96
6,申成,化学,95,91,78,108
6,白雪,生物,98,77,78,106
6,蒋玉英,生物,86,79,85,102
6,余淑珍,物理,92,97,76,95
6,黎玉,物理,92,97,83,105
6,王玉兰,化学,94,99,91,105
6,李磊,物理,89,102,70,103
6,王平,生物,108,102,58,108
6,周彬,物理,110,74,89,99
6,马桂英,生物,103,101,80,93
6,杨英,生物,88,111,88,99
6,楚超,化学,74,82,76,111
6,李敏,物理,93,90,90,85
6,杜海燕,物理,79,96,78,101
6,张丹丹,生物,80,79,75,114
6,张玉,地理,87,100,112,67
6,赵俊,化学,110,86,86,100
6,张桂芝,化学,89,83,87,123
6,李帆,物理,85,94,59,105
6,曹旭,地理,81,82,85,102
6,杜丽华,历史,87,101,77,90
6,程强,政治,87,111,72,90
6,郭畅,物理,95,92,100,89
6,王凯,地理,102,84,96,97
6,陈杰,生物,95,97,71,111
6,路玉华,生物,88,89,58,119
6,林建,生物,85,108,118,108
6,段畅,化学,105,108,108,112
6,罗文,物理,102,82,95,95
6,曹丽娟,地理,83,92,84,72
6,王梅,化学,107,94,105,112
6,万楠,化学,94,72,96,126
6,孙倩,化学,99,80,90,122
6,沈涛,生物,82,105,85,113
6,朱辉,物理,101,109,91,90
6,石兵,化学,109,90,85,117
6,程桂珍,化学,97,86,77,94
6,韩柳,化学,102,107,99,128
6,韦刚,政治,95,89,71,88
6,莫红梅,历史,112,85,89,109
6,雷丹,地理,86,96,96,107
6,周明,历史,86,90,70,112
6,刘兵,历史,102,86,61,114
6,宋博,物理,93,90,86,100
6,王军,物理,89,76,82,94
6,李浩,化学,87,89,104,90
6,袁强,化学,91,91,88,96
6,吉桂芝,化学,106,80,92,113
6,焦淑珍,物理,74,85,84,102
6,洪璐,地理,95,80,86,89
6,韩海燕,生物,90,83,66,110
6,张颖,生物,90,80,85,101
6,江波,化学,98,63,79,120
6,邵平,政治,92,91,67,87
7,王莉,生物,83,78,87,117
7,吴涛,生物,85,72,93,134
7,安海燕,生物,80,80,103,113
7,吕雪,物理,97,95,86,96
7,唐秀芳,政治,106,97,78,90
7,王桂芝,政治,96,99,102,96
7,黄文,化学,112,97,102,102
7,陈桂香,化学,89,86,95,133
7,黄敏,物理,99,101,91,92
7,辛慧,化学,101,88,78,123
7,杨婷婷,生物,97,96,117,117
7,贾健,化学,81,81,84,113
7,陈丹丹,历史,103,77,131,98
7,刘秀荣,生物,87,81,83,114
7,杨小红,生物,94,85,85,128
7,罗成,地理,95,101,102,84
7,张畅,生物,91,88,99,101
7,卢桂芝,历史,87,96,74,106
7,沈秀芳,化学,99,93,82,128
7,支桂珍,生物,92,109,81,115
7,杨丽娟,生物,82,92,94,123
7,梁霞,生物,87,95,118,117
7,褚晶,生物,86,86,67,113
7,王秀芳,化学,88,93,109,117
7,郑利,历史,92,84,87,99
7,刘建军,化学,91,85,130,116
7,韩慧,生物,91,85,104,113
7,孙欢,地理,67,92,94,97
7,刘春梅,化学,85,105,79,119
7,孟凤兰,化学,74,100,87,129
7,吴平,化学,91,96,89,136
7,杨文,化学,100,80,77,113
7,康华,化学,93,79,93,135
7,范波,历史,96,84,77,99
7,郭超,物理,87,95,94,85
7,潘杰,地理,104,89,76,69
7,杨雪,化学,97,100,59,117
7,田磊,化学,91,95,83,133
7,徐利,化学,105,82,94,98
7,杨丹,地理,85,94,81,116
7,杨晨,历史,87,86,115,109
7,张明,化学,90,103,87,127
7,艾俊,政治,82,87,111,89
7,武杰,地理,83,96,95,69
7,冯峰,历史,82,108,115,116
7,关淑兰,物理,102,85,118,90
7,胡玉,化学,96,77,72,117
7,萧海燕,物理,89,87,112,100
7,王桂荣,政治,108,90,82,96
7,赵伟,地理,92,86,79,94
7,刘浩,生物,80,95,84,133
7,杨楠,地理,91,105,78,75
7,武刚,政治,92,101,47,90
7,董秀梅,历史,79,98,88,108
7,金阳,历史,83,73,94,106
7,陆凤英,地理,95,108,105,72
7,谷莹,物理,89,104,105,105
7,宋伟,历史,87,88,103,116
7,彭桂英,地理,79,98,71,85
7,马亮,历史,98,84,88,116
7,郝丹丹,政治,84,70,75,86
7,刘淑英,化学,116,99,91,107
7,孟刚,地理,93,98,97,100
7,杨桂兰,政治,83,86,93,85
7,李亮,政治,85,89,76,88
7,周鹏,化学,107,110,80,107
7,谢浩,化学,86,85,99,103
7,曹秀云,生物,79,85,93,117
7,陈成,历史,93,98,81,120
7,陈淑珍,物理,84,108,78,91
7,邓瑞,生物,83,77,109,111
7,计玉梅,地理,87,74,81,87
7,何彬,化学,93,91,88,88
7,史成,政治,104,83,101,101
7,康红,生物,74,93,76,116
7,王岩,生物,108,79,82,126
7,段玉英,化学,87,87,96,97
7,黎淑英,历史,92,104,65,109
7,杨桂珍,历史,96,99,98,124
7,罗林,生物,83,93,103,116
7,劳桂芝,历史,90,73,102,126
7,吕玉,历史,87,82,105,101
7,陈玉华,生物,102,85,82,110
7,李桂芳,地理,81,84,60,89
7,贾雪,生物,88,87,89,100
7,赵凤兰,生物,82,84,68,101
7,李丹,历史,80,107,90,111
7,黄鑫,历史,80,91,104,119
7,黄秀梅,历史,90,82,104,115
7,杨洋,化学,98,102,84,99
7,蒋玉梅,生物,100,85,109,110
7,李明,化学,85,92,72,89
7,万艳,地理,106,90,105,61
7,崔丽娟,物理,84,84,107,80
7,陈欣,化学,106,84,97,120
7,张龙,政治,96,96,92,91
8,卢璐,历史,93,76,107,100
8,佘玉梅,历史,89,89,112,105
8,杨佳,化学,85,82,94,104
8,杨想,地理,93,83,108,92
8,王敏,物理,101,100,113,102
8,王想,物理,63,84,122,89
8,黄斌,化学,90,102,78,107
8,黄利,化学,99,121,95,119
8,张杨,地理,84,96,108,77
8,包健,化学,85,101,84,120
8,杨利,历史,91,98,94,130
8,朱鹏,政治,84,91,86,99
8,孙坤,地理,107,98,99,81
8,王博,生物,100,105,87,118
8,卢桂芳,地理,95,89,90,87
8,蒋雪,政治,94,83,110,82
8,李芳,历史,75,93,89,119
8,高兵,历史,98,96,57,127
8,林玉珍,化学,92,86,78,93
8,张帅,地理,98,86,105,85
8,朱秀梅,地理,88,99,63,89
8,郑婷,物理,73,105,94,88
8,仝慧,生物,88,105,85,129
8,王辉,生物,92,98,82,118
8,庞海燕,物理,90,78,82,93
8,叶丽娟,地理,97,87,80,68
8,郑柳,历史,89,89,84,103
8,胡燕,地理,81,91,85,106
8,李成,化学,90,88,51,102
8,张林,历史,92,81,60,97
8,赵雪梅,历史,79,102,87,108
8,梁玲,历史,94,81,65,102
8,覃平,地理,90,78,85,109
8,高建军,历史,88,89,74,111
8,姚娜,化学,98,93,64,111
8,唐帆,物理,80,95,77,94
8,司建军,化学,98,73,104,130
8,施雪,地理,86,94,113,105
8,姚雷,物理,99,107,100,112
8,符玉珍,生物,85,112,62,114
8,赵丽娟,物理,95,95,96,92
8,刘晨,生物,92,104,75,109
8,余畅,物理,88,98,66,96
8,任建平,化学,84,91,69,105
8,冯磊,地理,86,85,95,83
8,周浩,生物,96,92,120,127
8,郝秀华,历史,85,89,60,100
8,张桂香,物理,99,89,83,92
8,李英,物理,90,76,87,82
8,陈秀华,地理,88,100,76,75
8,刘霞,历史,94,109,72,118
8,安建军,生物,105,84,110,116
8,卢想,物理,79,74,90,85
8,张玉华,生物,98,82,70,119
8,夏岩,政治,91,83,79,107
8,陈楠,地理,97,102,81,129
8,钟颖,物理,95,87,79,70
8,张欣,化学,91,87,88,116
8,李凤英,化学,97,87,74,126
8,余桂芳,物理,87,103,94,94
8,韩坤,地理,97,98,75,69
8,杨亮,物理,75,95,118,80
8,方秀梅,化学,84,98,91,110
8,黎想,化学,94,93,106,100
8,苟淑华,历史,87,86,106,103
8,丁帅,化学,95,91,96,127
8,吴俊,政治,88,96,99,76
8,鲁欣,历史,87,93,83,118
8,严秀云,地理,97,100,79,102
8,李小红,历史,84,74,90,128
8,王桂芳,地理,93,80,92,89
8,高莉,生物,103,97,85,97
8,严琳,化学,91,115,91,94
8,易颖,化学,104,94,93,120
8,刘静,化学,91,100,97,101
8,刘娜,化学,95,87,88,131
8,钟刚,生物,107,95,100,97
8,李东,物理,90,93,91,83
8,狄琳,化学,100,104,109,130
8,伍建军,地理,84,93,79,94
8,邹鑫,化学,74,86,81,107
8,章婷婷,历史,83,92,92,100
8,李建军,生物,102,90,96,108
8,陈玲,化学,97,79,73,98
8,何成,物理,81,94,81,110
8,封军,政治,72,96,97,111
8,邓瑜,生物,86,98,70,104
8,陈慧,地理,63,108,70,84
9,李洁,物理,92,91,68,82
9,王宁,历史,95,104,101,117
9,雷芳,化学,92,76,122,112
9,商建华,地理,85,83,66,100
9,曹博,化学,99,84,128,111
9,傅磊,地理,73,84,93,81
9,廖俊,生物,96,81,71,119
9,周建平,政治,89,91,104,115
9,白丽,化学,106,84,109,83
9,丁斌,地理,98,86,98,78
9,潘荣,历史,96,84,89,110
9,马娜,历史,100,68,83,131
9,王欢,生物,86,94,111,115
9,陶丽,化学,109,71,94,98
9,艾雪梅,化学,95,81,87,99
9,王明,政治,96,103,69,78
9,马婷,生物,76,94,80,120
9,尹峰,物理,97,96,95,92
9,吴慧,政治,95,74,107,91
9,谭芳,生物,93,89,93,110
9,林鑫,物理,96,98,85,106
9,孙晨,地理,97,99,84,89
9,夏淑兰,化学,90,79,111,111
9,刘颖,化学,91,95,90,114
9,刘斌,历史,100,97,99,127
9,杨凤英,政治,88,84,106,89
9,龚建华,物理,93,83,67,93
9,李云,生物,96,82,61,132
9,罗华,地理,78,94,74,94
9,梁辉,政治,92,94,102,84
9,苑利,生物,79,102,99,106
9,谭杰,化学,101,98,73,115
9,刘超,政治,86,84,64,103
9,叶丽丽,历史,89,80,78,107
9,裴秀荣,政治,85,94,94,114
9,马坤,物理,92,100,77,84
9,丁燕,生物,88,92,84,125
9,许杨,生物,90,98,58,135
9,鲁桂芳,物理,91,93,69,100
9,陈雪梅,生物,95,90,64,112
9,黄平,生物,81,101,83,112
9,张桂花,政治,112,95,88,66
9,许涛,生物,80,78,91,119
9,陈晨,物理,81,91,92,101
9,李想,生物,113,84,73,127
9,张想,政治,99,87,93,93
9,兰晨,物理,83,83,90,104
9,刘桂英,物理,96,101,101,88
9,赵秀珍,化学,99,76,103,96
9,高娟,历史,98,97,79,113
9,何春梅,物理,100,111,67,100
9,管楠,化学,88,94,91,109
9,曾宇,物理,93,90,111,91
9,熊阳,历史,93,94,76,113
9,孙晶,物理,83,99,89,102
9,彭桂珍,政治,90,96,91,104
9,刘俊,历史,90,99,103,110
9,孙桂芳,物理,90,87,104,106
9,周建国,历史,85,76,102,110
9,谢桂兰,政治,85,92,107,71
9,徐燕,化学,81,89,108,103
9,赵玉兰,生物,82,91,48,111
9,王慧,政治,98,104,84,77
9,钟桂荣,地理,94,99,85,102
9,朱瑞,化学,104,91,85,144
9,詹海燕,化学,96,76,61,139
9,冯文,化学,97,83,101,128
9,郭涛,政治,88,76,98,106
9,连春梅,化学,91,86,88,107
10,萧丽娟,地理,89,88,90,97
10,孔英,化学,96,91,82,92
10,林东,化学,91,100,92,142
10,刘鹏,化学,87,84,110,134
10,杨秀珍,历史,113,97,87,111
10,谭金凤,化学,93,81,99,128
10,李强,政治,94,91,114,99
10,陈峰,历史,80,75,68,119
10,方淑兰,生物,91,96,85,112
10,赵波,政治,96,85,72,83
10,李宇,化学,81,87,79,95
10,耿勇,化学,102,93,103,116
10,江丹丹,化学,99,92,82,98
10,倪秀兰,化学,96,107,77,141
10,何荣,化学,97,104,55,125
10,张宇,历史,97,70,88,116
10,温坤,生物,84,94,95,115
10,张博,政治,103,72,57,107
10,林帆,物理,67,89,101,103
10,万志强,生物,90,68,99,121
10,杨玉,生物,95,88,114,93
10,查云,化学,86,97,73,122
10,李金凤,地理,85,87,66,92
10,杨杨,化学,73,84,89,104
10,王丹丹,化学,88,125,76,111
10,陈金凤,化学,94,90,98,102
